x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_HE,X_AR,X_N2,X_H2,X_O2,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_OH*,X_N,X_NH3,X_NH2,X_NH,X_NNH,X_NO,X_N2O,X_HNO,X_HON,X_H2NO,X_HNOH,X_NH2OH,X_NO2,X_HONO,X_HNO2,X_NO3,X_HONO2,X_N2H2,X_H2NN,X_N2H4,X_N2H3
0,373,373,0.027,5.7647e-06,2.64938e-20,0.631579,1.39234e-11,5.89276e-07,0.157895,0,0,0,6.11196e-14,5.68136e-10,2.54337e-14,0,0,0.210526,3.55993e-11,0,3.7405e-25,2.80374e-13,1.40573e-14,1.76566e-15,1.10445e-15,2.03907e-14,1.54394e-18,3.94242e-15,2.61871e-14,3.62214e-16,3.08022e-20,0,2.20894e-20,3.43468e-14,0,0,0
0.001625,373.003,373,0.0270002,2.19478e-05,2.64948e-20,0.631578,3.40695e-11,8.0785e-07,0.157895,3.73087e-20,0,0,1.50097e-13,1.31347e-09,6.27375e-14,0,0,0.210526,6.70222e-11,0,9.24375e-25,6.93522e-13,4.16139e-14,4.35225e-15,2.72244e-15,5.0508e-14,3.82435e-18,9.81085e-15,7.21051e-14,1.08222e-15,4.66474e-20,0,2.21298e-20,8.53369e-14,0,0,0
0.00325,373.04,373,0.0270029,5.63155e-05,2.64959e-20,0.631578,8.33601e-11,1.10747e-06,0.157895,8.25502e-20,0,0,3.4924e-13,3.03644e-09,1.63208e-13,0,0,0.210526,1.07034e-10,0,3.65891e-24,1.71948e-12,1.23122e-13,1.05048e-14,6.7104e-15,1.24951e-13,9.49284e-18,2.44136e-14,1.98742e-13,3.23417e-15,9.87477e-20,0,2.22728e-20,2.12015e-13,0,0,0
0.0040625,373.236,373,0.0270171,8.35516e-05,2.64965e-20,0.631578,1.34723e-10,1.29887e-06,0.157895,1.19518e-19,0,0,5.47382e-13,4.74459e-09,2.7317e-13,0,0,0.210526,1.3e-10,0,7.23491e-24,2.80186e-12,2.23642e-13,1.6608e-14,1.08931e-14,2.0312e-13,1.5494e-17,3.98588e-14,3.45599e-13,5.91447e-15,1.69469e-19,0,2.24804e-20,3.45811e-13,0,0,0
0.004875,374.194,373,0.0270865,0.000119352,2.6497e-20,0.631578,2.23026e-10,1.52527e-06,0.157894,1.75475e-19,0,0,8.82048e-13,7.56542e-09,4.66647e-13,0,0,0.210526,1.55133e-10,0,1.43631e-23,4.68009e-12,4.22023e-13,2.66951e-14,1.81217e-14,3.38343e-13,2.59411e-17,6.6733e-14,6.20971e-13,1.12471e-14,3.20704e-19,0,2.29501e-20,5.78362e-13,0,0,0
0.0056875,378.966,379.462,0.0274319,0.000160182,2.64974e-20,0.631578,3.73367e-10,1.79071e-06,0.157894,2.87228e-19,0,0,1.44747e-12,1.21731e-08,8.01449e-13,0,0,0.210526,1.82113e-10,0,2.79333e-23,7.90732e-12,8.09459e-13,4.30626e-14,3.04919e-14,5.69856e-13,4.39597e-17,1.13036e-13,1.13214e-12,2.17471e-14,6.40712e-19,0,2.40018e-20,9.78706e-13,0,0,0
0.0065,385.648,387.1,0.0279156,0.000207759,2.64976e-20,0.631578,6.27356e-10,2.10061e-06,0.157894,4.91038e-19,0,1.67644e-22,2.40187e-12,1.96289e-08,1.3737e-12,0,0,0.210526,2.10955e-10,0,5.34159e-23,1.34091e-11,1.55899e-12,6.91944e-14,5.14948e-14,9.62903e-13,7.48071e-17,1.92184e-13,2.07269e-12,4.22277e-14,1.31112e-18,0,2.63306e-20,1.66275e-12,8.56537e-20,0,0
0.008125,400.652,402.375,0.0290017,0.00033644,2.64979e-20,0.631577,1.63835e-09,2.8646e-06,0.157894,1.41698e-18,0,1.49588e-19,6.21766e-12,4.76769e-08,3.67658e-12,0,0,0.210526,2.74488e-10,0,1.73934e-22,3.55541e-11,5.07131e-12,1.65014e-13,1.35593e-13,2.53558e-12,1.99666e-16,5.11742e-13,6.22387e-12,1.39151e-13,4.76377e-18,0,3.91198e-20,4.42491e-12,3.82963e-18,0,5.69901e-14
0.00975,416.52,417.65,0.0301503,0.000553097,2.6498e-20,0.631577,3.95632e-09,3.86797e-06,0.157894,3.9335e-18,0,6.09982e-19,1.50924e-11,1.07772e-07,9.00635e-12,0,0,0.210525,3.49336e-10,0,5.11319e-22,8.70021e-11,1.47048e-11,3.52243e-13,3.29651e-13,6.14845e-12,4.92485e-16,1.25603e-12,1.69031e-11,4.08122e-13,1.52687e-17,8.86063e-21,8.07886e-20,1.08645e-11,1.57355e-17,0,2.56637e-13
0.011375,439.717,442,0.0318295,0.000926912,2.64981e-20,0.631576,9.11038e-09,5.1592e-06,0.157894,1.23343e-17,0,1.88136e-18,3.52183e-11,2.32088e-07,2.09499e-11,0,0,0.210525,4.42829e-10,0,1.39753e-21,2.02936e-10,4.0212e-11,6.84227e-13,7.63743e-13,1.41746e-11,1.15961e-15,2.93636e-12,4.34709e-11,1.12878e-12,4.60776e-17,1.981e-19,2.11309e-19,2.54315e-11,4.37631e-17,0,8.35222e-13
0.013,465.554,468,0.0336998,0.0017205,2.64979e-20,0.631575,2.02925e-08,6.80431e-06,0.157894,3.92121e-17,0,5.63176e-18,7.98173e-11,4.81822e-07,4.70444e-11,0,0,0.210524,5.71993e-10,0,3.75695e-21,4.57826e-10,1.05738e-10,1.21662e-12,1.71077e-12,3.15301e-11,2.64401e-15,6.63554e-12,1.07692e-10,3.00181e-12,1.33535e-16,7.81318e-19,6.0572e-19,5.75996e-11,1.09243e-16,0,2.37322e-12
0.01625,522.549,525,0.0378257,0.00656307,2.64972e-20,0.631572,7.7571e-08,1.12203e-05,0.157893,3.70195e-16,3.84533e-18,3.99404e-17,3.14287e-10,1.64023e-06,1.81726e-10,5.55455e-41,0,0.210522,1.01016e-09,0,2.21045e-20,1.78394e-09,5.11048e-10,2.85762e-12,6.59012e-12,1.19789e-10,1.04952e-14,2.58951e-11,4.78672e-10,1.47409e-11,7.38323e-16,5.30613e-18,3.51421e-18,2.25969e-10,4.80652e-16,0,1.20078e-11
0.0195,587.257,590,0.0425099,0.027694,2.64959e-20,0.631569,2.45963e-07,1.76258e-05,0.157891,3.46078e-15,7.74864e-17,2.4954e-16,1.03187e-09,4.66362e-06,5.80332e-10,2.66992e-38,1.75793e-24,0.210517,1.99307e-09,1.73022e-17,1.21143e-19,5.75897e-09,1.95698e-09,4.85353e-12,2.10153e-11,3.7222e-10,3.637e-14,8.34769e-11,1.71195e-09,5.72962e-11,3.40554e-15,2.8982e-17,1.57244e-17,7.3328e-10,2.0057e-15,0,4.79294e-11
0.02275,652.513,655,0.047234,0.129347,2.64939e-20,0.631563,7.18654e-07,2.67555e-05,0.157889,2.93169e-14,1.10823e-15,1.57167e-15,3.12841e-09,1.21433e-05,1.70288e-09,6.80557e-36,1.1315e-23,0.210508,4.37576e-09,1.69359e-16,6.96472e-19,1.71623e-08,6.83419e-09,9.74711e-12,6.17085e-11,1.05011e-09,1.62774e-13,2.47732e-10,5.57813e-09,2.03138e-10,2.10236e-14,1.65729e-16,6.16948e-17,2.19381e-09,9.75905e-15,9.27836e-11,1.77197e-10
0.026,721.859,724.2,0.0522544,0.6352,2.64909e-20,0.631556,1.98588e-06,3.94915e-05,0.157884,2.33402e-13,1.361e-14,1.02149e-14,8.99391e-09,2.97225e-05,4.6903e-09,1.27334e-33,1.49749e-22,0.210489,1.06132e-08,1.31561e-15,4.24638e-18,4.85759e-08,2.24041e-08,2.48986e-11,1.71289e-10,2.75961e-09,9.61044e-13,6.95075e-10,1.69433e-08,6.72404e-10,1.26558e-13,1.04373e-15,2.01614e-16,6.21264e-09,5.22363e-14,4.31606e-10,6.08066e-10
0.02925,799.95,802.85,0.0579084,3.10404,2.64866e-20,0.631545,5.22556e-06,5.6841e-05,0.157875,1.71108e-12,1.48587e-13,7.36471e-14,2.45763e-08,6.89549e-05,1.20172e-08,1.99045e-31,2.86373e-21,0.210449,2.87066e-08,1.18962e-14,2.77703e-17,1.3182e-07,6.93414e-08,7.27305e-11,4.52577e-10,6.9143e-09,5.59859e-12,1.85723e-09,4.78161e-08,2.02095e-09,6.6206e-13,6.79079e-15,4.30633e-16,1.67712e-08,2.88037e-13,1.02836e-09,1.85883e-09
0.0325,869.646,872,0.0629552,15.7114,2.64806e-20,0.631527,1.32782e-05,8.03855e-05,0.157854,1.00031e-11,1.16639e-12,5.65199e-13,6.28971e-08,0.000153947,2.77145e-08,1.75194e-29,7.48626e-20,0.21037,8.57354e-08,1.2255e-13,1.9995e-16,3.47642e-07,2.05334e-07,2.48318e-10,1.15436e-09,1.8073e-08,2.77671e-11,4.79412e-09,1.25495e-07,4.91196e-09,2.41854e-12,3.61688e-14,8.07944e-16,4.37871e-08,1.6728e-12,2.51911e-09,4.8789e-09
0.03575,936.965,939.05,0.0678314,80.4041,2.64722e-20,0.631499,3.26886e-05,0.000111992,0.157809,4.93973e-11,7.40224e-12,4.06262e-12,1.52654e-07,0.000332535,5.36944e-08,1.14604e-27,2.12805e-18,0.210213,2.63958e-07,1.28342e-12,1.46023e-15,8.9008e-07,5.81237e-07,9.12952e-10,2.85172e-09,5.00413e-08,1.3069e-10,1.19837e-08,3.03189e-07,8.76888e-09,6.02545e-12,1.44464e-13,1.83569e-15,1.11015e-07,9.46565e-12,7.06872e-09,1.14745e-08
0.037375,971.66,973.825,0.0703453,192.583,2.64667e-20,0.631476,5.25547e-05,0.000132089,0.157766,1.0812e-10,1.825e-11,1.08876e-11,2.37612e-07,0.00049511,6.84131e-08,9.39934e-27,1.21325e-17,0.210074,4.74289e-07,4.30425e-12,4.12721e-15,1.45076e-06,1.00527e-06,1.84345e-09,4.59261e-09,8.74642e-08,2.91937e-10,1.93638e-08,4.65997e-07,1.10454e-08,8.8434e-12,2.64545e-13,2.9544e-15,1.81648e-07,2.30704e-11,1.26319e-08,1.74199e-08
0.0381875,989.07,991.212,0.0716072,303.375,2.64635e-20,0.631461,6.76189e-05,0.000143496,0.157734,1.59297e-10,2.84561e-11,1.78335e-11,2.96706e-07,0.000609264,7.58606e-08,2.71593e-26,2.9004e-17,0.209979,6.35981e-07,7.87044e-12,7.02353e-15,1.87244e-06,1.34835e-06,2.6525e-09,5.91401e-09,1.17283e-07,4.39933e-10,2.49293e-08,5.81199e-07,1.24579e-08,1.07241e-11,3.55077e-13,3.8601e-15,2.35926e-07,3.61903e-11,1.7068e-08,2.14876e-08
0.039,1006.54,1008.6,0.0728735,480.816,2.64597e-20,0.631443,8.77129e-05,0.000155855,0.157692,2.33446e-10,4.40515e-11,2.91584e-11,3.70475e-07,0.000753052,8.32153e-08,7.85566e-26,6.86649e-17,0.209861,8.49938e-07,1.42776e-11,1.19839e-14,2.42967e-06,1.82953e-06,3.83068e-09,7.67771e-09,1.58021e-07,6.63731e-10,3.23011e-08,7.27724e-07,1.41416e-08,1.30572e-11,4.75671e-13,5.12664e-15,3.08937e-07,5.66591e-11,2.30835e-08,2.64836e-08
0.040625,1041.98,1044,0.0754443,1169.45,2.64511e-20,0.631395,0.00014705,0.000183384,0.157572,4.83868e-10,1.01535e-10,7.57648e-11,5.70554e-07,0.00114649,9.71403e-08,6.27423e-25,3.54103e-16,0.209545,1.47728e-06,4.4301e-11,3.36437e-14,4.0468e-06,3.3424e-06,7.79597e-09,1.28889e-08,2.80811e-07,1.46673e-09,5.3725e-08,1.12973e-06,1.82984e-08,1.933e-11,8.30969e-13,8.99671e-15,5.26354e-07,1.32869e-10,4.07208e-08,3.93453e-08
0.04225,1078.3,1080.4,0.0780813,2730.35,2.6441e-20,0.631325,0.000243127,0.000215371,0.157383,9.70699e-10,2.2568e-10,1.90673e-10,8.60601e-07,0.00172994,1.0995e-07,4.70161e-24,1.69205e-15,0.209085,2.5062e-06,1.2998e-10,8.99417e-14,6.56004e-06,5.93414e-06,1.53365e-08,2.13233e-08,4.80561e-07,3.09267e-09,8.67252e-08,1.69575e-06,2.32688e-08,2.79479e-11,1.37125e-12,1.53483e-14,8.77121e-07,2.94705e-10,6.87808e-08,5.62485e-08
0.0430625,1096.52,1098.6,0.0794061,4149.48,2.64352e-20,0.631278,0.000313163,0.000233475,0.157247,1.36876e-09,3.34049e-10,3.00865e-10,1.04721e-06,0.002127,1.16362e-07,1.26643e-23,3.6494e-15,0.208777,3.25084e-06,2.20079e-10,1.45644e-13,8.29617e-06,7.89034e-06,2.13676e-08,2.74619e-08,6.23446e-07,4.43236e-09,1.09054e-07,2.05366e-06,2.6114e-08,3.33409e-11,1.72719e-12,2.00827e-14,1.12772e-06,4.35229e-10,8.89802e-08,6.67299e-08
0.043875,1114.81,1116.8,0.0807367,6280.95,2.64288e-20,0.631219,0.000403849,0.000253069,0.157075,1.9238e-09,4.91981e-10,4.73537e-10,1.26743e-06,0.00261569,1.22937e-07,3.37734e-23,7.78402e-15,0.208401,4.2023e-06,3.69262e-10,2.34392e-13,1.04543e-05,1.04955e-05,2.96465e-08,3.53997e-08,8.04732e-07,6.30185e-09,1.36226e-07,2.47209e-06,2.92526e-08,3.96257e-11,2.15411e-12,2.63526e-14,1.4464e-06,6.39806e-10,1.14755e-07,7.88856e-08
0.0446875,1133.33,1135,0.0820857,9471.58,2.64217e-20,0.631148,0.000520567,0.00027428,0.156856,2.6995e-09,7.22639e-10,7.44937e-10,1.52702e-06,0.0032144,1.29659e-07,8.93782e-23,1.65012e-14,0.207946,5.42301e-06,6.16095e-10,3.75129e-13,1.31137e-05,1.39337e-05,4.09791e-08,4.55977e-08,1.03228e-06,8.88696e-09,1.6869e-07,2.95416e-06,3.26452e-08,4.68583e-11,2.65651e-12,3.45774e-14,1.84714e-06,9.36536e-10,1.47383e-07,9.28275e-08
0.0455,1152.89,1154.75,0.0835123,14201.5,2.6414e-20,0.631061,0.00066971,0.000297236,0.15658,3.78768e-09,1.06341e-09,1.17748e-09,1.8398e-06,0.00394373,1.36211e-07,2.37993e-22,3.50048e-14,0.207397,7.00472e-06,1.02778e-09,5.98043e-13,1.6365e-05,1.84244e-05,5.64974e-08,5.85984e-08,1.31422e-06,1.24643e-08,2.06731e-07,3.50039e-06,3.61511e-08,5.50489e-11,3.2301e-12,4.48715e-14,2.34512e-06,1.36346e-09,1.87734e-07,1.085e-07
0.0463125,1173.2,1175.47,0.0849954,21132,2.64056e-20,0.630956,0.000858818,0.000322085,0.156234,5.30421e-09,1.56283e-09,1.86331e-09,2.21134e-06,0.00482687,1.42517e-07,6.30981e-22,7.38428e-14,0.206737,9.03569e-06,1.70637e-09,9.46624e-13,2.02901e-05,2.42262e-05,7.75373e-08,7.5031e-08,1.65874e-06,1.73364e-08,2.50349e-07,4.10871e-06,3.97379e-08,6.41989e-11,3.86833e-12,5.77128e-14,2.95515e-06,1.97021e-09,2.36959e-07,1.2587e-07
0.047125,1193.26,1195.81,0.0864635,31078.6,2.63965e-20,0.630829,0.00109671,0.000349005,0.155804,7.38059e-09,2.2754e-09,2.92502e-09,2.63165e-06,0.00588979,1.48691e-07,1.62655e-21,1.5255e-13,0.205949,1.15749e-05,2.78781e-09,1.4771e-12,2.49418e-05,3.16388e-05,1.05397e-07,9.56124e-08,2.07242e-06,2.37635e-08,2.99185e-07,4.7735e-06,4.34604e-08,7.42858e-11,4.56428e-12,7.41402e-14,3.69044e-06,2.81995e-09,2.96737e-07,1.4515e-07
0.0479375,1212.11,1214.09,0.0878476,45083.7,2.63867e-20,0.630676,0.00139354,0.000378201,0.155274,1.01758e-08,3.26263e-09,4.52332e-09,3.08082e-06,0.0071614,1.5483e-07,4.00059e-21,3.05588e-13,0.205014,1.46694e-05,4.44847e-09,2.26053e-12,3.03493e-05,4.10047e-05,1.41387e-07,1.21146e-07,2.56025e-06,3.19381e-08,3.52609e-07,5.48596e-06,4.73756e-08,8.52346e-11,5.31256e-12,9.58205e-14,4.56397e-06,3.99918e-09,3.69757e-07,1.66852e-07
0.04875,1230.75,1232.38,0.0892201,64560.4,2.63762e-20,0.630494,0.00176041,0.00040986,0.154626,1.39453e-08,4.63848e-09,6.94365e-09,3.57194e-06,0.00867159,1.60468e-07,9.58137e-21,6.0077e-13,0.20391,1.84728e-05,6.99673e-09,3.40863e-12,3.65794e-05,5.26919e-05,1.87839e-07,1.52486e-07,3.12769e-06,4.22977e-08,4.09967e-07,6.23547e-06,5.1284e-08,9.69037e-11,6.08832e-12,1.2324e-13,5.59267e-06,5.62104e-09,4.56974e-07,1.90825e-07
0.0495625,1249.81,1251.5,0.0906288,91462.7,2.63651e-20,0.63028,0.00220896,0.000444149,0.153841,1.90454e-08,6.56946e-09,1.06343e-08,4.1216e-06,0.01045,1.65321e-07,2.26258e-20,1.16952e-12,0.202618,2.31873e-05,1.09189e-08,5.08388e-12,4.3707e-05,6.70776e-05,2.47955e-07,1.90489e-07,3.78079e-06,5.53961e-08,4.70493e-07,7.01069e-06,5.50277e-08,1.09156e-10,6.86455e-12,1.56849e-13,6.79601e-06,7.83193e-09,5.58961e-07,2.16715e-07
0.050375,1268.98,1271,0.0920509,127820,2.63534e-20,0.630029,0.0027509,0.000481216,0.152902,2.58549e-08,9.23444e-09,1.61801e-08,4.72349e-06,0.0125247,1.69308e-07,5.22313e-20,2.23769e-12,0.201119,2.8931e-05,1.68189e-08,7.47298e-12,5.17127e-05,8.45226e-05,3.2443e-07,2.35943e-07,4.51685e-06,7.15634e-08,5.32889e-07,7.79548e-06,5.85551e-08,1.21785e-10,7.61749e-12,1.97657e-13,8.19089e-06,1.07881e-08,6.7572e-07,2.44302e-07
0.0511875,1287.08,1289.38,0.0934017,174806,2.6341e-20,0.62974,0.00339751,0.000521178,0.151792,3.46354e-08,1.2744e-08,2.41674e-08,5.33517e-06,0.014921,1.72402e-07,1.14944e-19,4.12164e-12,0.199394,3.56073e-05,2.51988e-08,1.07122e-11,6.03783e-05,0.000105345,4.17456e-07,2.89491e-07,5.31433e-06,9.04555e-08,5.94865e-07,8.56522e-06,6.18807e-08,1.34406e-10,8.32868e-12,2.47672e-13,9.78688e-06,1.46151e-08,8.0706e-07,2.73777e-07
0.052,1302.69,1304,0.0945782,232475,2.63282e-20,0.62941,0.00415929,0.000564097,0.150497,4.54838e-08,1.70899e-08,3.50306e-08,5.89008e-06,0.0176615,1.7463e-07,2.35004e-19,7.17874e-12,0.19743,4.29365e-05,3.62542e-08,1.4827e-11,6.93266e-05,0.000129804,5.24449e-07,3.51609e-07,6.13766e-06,1.10944e-07,6.53428e-07,9.29199e-06,6.50412e-08,1.46505e-10,8.98999e-12,3.1054e-13,1.15885e-05,1.94208e-08,9.55303e-07,3.06075e-07
0.0528125,1317.21,1318.63,0.0956833,300980,2.6315e-20,0.629037,0.00504463,0.000609896,0.149003,5.87267e-08,2.24382e-08,4.97027e-08,6.41879e-06,0.0207612,1.7553e-07,4.57762e-19,1.1976e-11,0.195216,5.09614e-05,5.05918e-08,1.99318e-11,7.8376e-05,0.000158035,6.46102e-07,4.22557e-07,6.96484e-06,1.32977e-07,7.06638e-07,9.95658e-06,6.77369e-08,1.57706e-10,9.55668e-12,3.84311e-13,1.36045e-05,2.52414e-08,1.11333e-06,3.39431e-07
0.053625,1329.53,1330.12,0.0966358,379245,2.63014e-20,0.628621,0.00606054,0.000658424,0.147302,7.43637e-08,2.86942e-08,6.85856e-08,6.86631e-06,0.0242307,1.75389e-07,8.35392e-19,1.90024e-11,0.192745,5.93613e-05,6.81031e-08,2.59293e-11,8.71818e-05,0.00019009,7.78639e-07,5.024e-07,7.76409e-06,1.55127e-07,7.52361e-07,1.05476e-05,7.00856e-08,1.67716e-10,1.00441e-11,4.73528e-13,1.5837e-05,3.21639e-08,1.28563e-06,3.75205e-07
0.0544375,1340.57,1340.69,0.0975027,467055,2.62876e-20,0.628163,0.00721151,0.000709402,0.145389,9.27117e-08,3.59838e-08,9.27065e-08,7.25785e-06,0.0280727,1.74142e-07,1.45473e-18,2.90443e-11,0.190015,6.81672e-05,8.92585e-08,3.28745e-11,9.56747e-05,0.000225885,9.22646e-07,5.91007e-07,8.5249e-06,1.77284e-07,7.9011e-07,1.10653e-05,7.19895e-08,1.76483e-10,1.04412e-11,5.77711e-13,1.82933e-05,4.02406e-08,1.46839e-06,4.12469e-07
0.05525,1350.53,1350.38,0.0982988,564086,2.62738e-20,0.627663,0.00849946,0.000762446,0.143262,1.14037e-07,4.43744e-08,1.23053e-07,7.59674e-06,0.0322817,1.71952e-07,2.4315e-18,4.30203e-11,0.18703,7.73287e-05,1.14375e-07,4.07824e-11,0.0001038,0.000265213,1.07799e-06,6.88042e-07,9.23832e-06,1.99079e-07,8.19792e-07,1.15162e-05,7.34889e-08,1.84063e-10,1.07582e-11,6.98297e-13,2.09774e-05,4.95505e-08,1.66102e-06,4.5115e-07
0.0560625,1359.07,1358.09,0.0989988,669165,2.62601e-20,0.627126,0.00992351,0.000817069,0.140924,1.38389e-07,5.37772e-08,1.60184e-07,7.86481e-06,0.0368441,1.6908e-07,3.88749e-18,6.17557e-11,0.183799,8.66441e-05,1.43257e-07,4.95367e-11,0.000111449,0.000307746,1.24246e-06,7.92969e-07,9.89089e-06,2.19654e-07,8.41219e-07,1.19096e-05,7.47114e-08,1.90547e-10,1.10223e-11,8.39705e-13,2.38864e-05,6.02028e-08,1.86706e-06,4.92176e-07
0.056875,1367.14,1365.81,0.0996715,783661,2.62466e-20,0.626555,0.0114787,0.000872648,0.138386,1.66423e-07,6.44875e-08,2.05961e-07,8.10193e-06,0.0417346,1.65566e-07,6.05115e-18,8.70007e-11,0.18034,9.63344e-05,1.76985e-07,5.93686e-11,0.000118803,0.000352985,1.42016e-06,9.05039e-07,1.04923e-05,2.39663e-07,8.55647e-07,1.22557e-05,7.56119e-08,1.96132e-10,1.12276e-11,9.99962e-13,2.70224e-05,7.23025e-08,2.08108e-06,5.34239e-07
0.0576875,1374.65,1372.84,0.100309,907013,2.62336e-20,0.625957,0.0131549,0.000928369,0.135665,1.98323e-07,7.65085e-08,2.61439e-07,8.30452e-06,0.0469149,1.61598e-07,9.16141e-18,1.20334e-10,0.176677,0.000106302,2.1573e-07,7.02588e-11,0.000125846,0.000400235,1.61063e-06,1.02319e-06,1.10362e-05,2.58708e-07,8.63486e-07,1.25601e-05,7.6253e-08,2.00893e-10,1.13872e-11,1.18079e-12,3.03585e-05,8.59158e-08,2.30272e-06,5.77345e-07
0.0585,1381.73,1379.75,0.100921,1.03584e+06,2.62213e-20,0.625339,0.0149358,0.000983158,0.132789,2.33818e-07,8.9711e-08,3.27321e-07,8.47749e-06,0.0523306,1.57179e-07,1.34927e-17,1.63031e-10,0.172849,0.000116336,2.59141e-07,8.20108e-11,0.000132442,0.000448544,1.81039e-06,1.14601e-06,1.15074e-05,2.76381e-07,8.64864e-07,1.28148e-05,7.65651e-08,2.04662e-10,1.14881e-11,1.37805e-12,3.38095e-05,1.00729e-07,2.52258e-06,6.19728e-07
0.0589063,1384.87,1383.2,0.101199,1.09703e+06,2.62152e-20,0.625026,0.0158578,0.00100973,0.131306,2.52156e-07,9.6411e-08,3.63213e-07,8.54088e-06,0.0551038,1.54801e-07,1.61075e-17,1.87153e-10,0.17089,0.000121061,2.81329e-07,8.78362e-11,0.000135368,0.000472681,1.90789e-06,1.20857e-06,1.16999e-05,2.84027e-07,8.62696e-07,1.29183e-05,7.65846e-08,2.06022e-10,1.1516e-11,1.48152e-12,3.55126e-05,1.08261e-07,2.628e-06,6.40099e-07
