x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_h2,X_h,X_ch4,X_ch3,X_ch2,X_ch,X_ch2o,X_hco,X_co2,X_co,X_o2,X_o,X_oh,X_ho2,X_h2o2,X_h2o,X_c2h,X_hcco,X_c2h2,X_c2h3,X_c2h4,X_c2h5,X_c2h6,X_ch2oh,X_ch3o,X_hccoh,X_h2ccch,X_c3h2,X_ch2(s),X_ch2co,X_c2o,X_hcoh,X_ch3oh,X_ch2hco,X_c3h6,X_ac3h5,X_pc3h5,X_sc3h5,X_ch2chcho,X_pc3h4,X_ac3h4,X_ch3co,X_ch2chco,X_ch3chco,X_ch3hco,X_chocho,X_ic3h7,X_nc3h7,X_c2h5oh,X_c2h4oh,X_ch3choh,X_ch3ch2o,X_ch2chch2o,X_hcooh,X_c3h8,X_hoc2h4o2,X_n2
0.0484375,978.357,956.825,0.0687114,3.75556e+07,0.0081959,7.32289e-08,0.0104169,8.78456e-06,3.50263e-11,1.41799e-17,0.00522734,1.72734e-08,0.00242787,0.0275434,0.151865,4.83389e-09,1.55219e-07,8.75624e-05,0.00263526,0.0546198,1.48885e-14,7.14553e-10,1.22892e-05,5.01349e-09,0.00491153,3.36115e-07,0.000686026,2.0832e-10,6.60821e-08,3.61193e-09,2.41809e-10,2.31206e-13,8.91654e-13,8.59286e-05,1.09551e-15,5.56081e-15,0.000121771,8.83258e-07,7.26085e-05,5.69844e-08,1.05007e-11,1.92126e-10,1.42312e-05,1.05917e-07,1.83507e-07,4.59669e-09,7.83313e-10,2.12727e-06,0.00853857,1.93222e-11,4.58717e-09,2.22432e-09,0.0275098,5.78611e-08,2.18183e-09,7.85787e-09,1.77402e-11,0.000905781,1.79905e-05,1.7222e-08,0.694092
0.0485156,984.006,960.044,0.0693277,4.13111e+07,0.00841791,8.12623e-08,0.0109206,9.3336e-06,4.221e-11,2.0612e-17,0.00522638,1.98224e-08,0.00275594,0.0298392,0.149031,5.7647e-09,1.73873e-07,9.01131e-05,0.00252271,0.0580528,1.97654e-14,9.20817e-10,1.39473e-05,5.98004e-09,0.0050599,3.87718e-07,0.000733932,2.42843e-10,6.8188e-08,4.29394e-09,3.16668e-10,3.26174e-13,1.0649e-12,9.6426e-05,1.61147e-15,6.73634e-15,0.000128677,9.93919e-07,7.79627e-05,6.68207e-08,1.31774e-11,2.41481e-10,1.58311e-05,1.20889e-07,2.12928e-07,4.79731e-09,8.85075e-10,2.45678e-06,0.00851617,2.16023e-11,5.66244e-09,2.53153e-09,0.0253898,5.63232e-08,2.24722e-09,7.98048e-09,2.057e-11,0.000958717,2.02277e-05,1.49866e-08,0.692118
0.0485938,989.576,963.263,0.0699401,4.49582e+07,0.00863209,8.97779e-08,0.0114023,9.86217e-06,5.02952e-11,2.95824e-17,0.00519141,2.24499e-08,0.00311112,0.0321677,0.146182,6.83466e-09,1.93279e-07,9.22258e-05,0.00239563,0.0614861,2.58968e-14,1.16994e-09,1.57431e-05,7.04792e-09,0.00518737,4.42734e-07,0.0007799,2.80201e-10,6.9689e-08,5.0708e-09,4.09113e-10,4.51655e-13,1.25566e-12,0.000107376,2.32031e-15,8.05733e-15,0.000135083,1.10557e-06,8.31187e-05,7.77258e-08,1.62972e-11,2.99163e-10,1.74687e-05,1.37059e-07,2.45372e-07,4.95386e-09,9.87812e-10,2.81506e-06,0.00844029,2.38306e-11,6.903e-09,2.84957e-09,0.0233323,5.44126e-08,2.29172e-09,8.02534e-09,2.35528e-11,0.00100615,2.25218e-05,1.29672e-08,0.690197
0.0486719,995.006,966.481,0.0705425,4.8365e+07,0.00883707,9.86516e-08,0.0118575,1.03588e-05,5.9157e-11,4.17725e-17,0.00512449,2.50686e-08,0.00349209,0.0345066,0.143338,8.04385e-09,2.12979e-07,9.38326e-05,0.00225723,0.0648931,3.34202e-14,1.46323e-09,1.76672e-05,8.19796e-09,0.00529289,5.00058e-07,0.000823229,3.1966e-10,7.05246e-08,5.94466e-09,5.20702e-10,6.12705e-13,1.45956e-12,0.000118612,3.26123e-15,9.50031e-15,0.000140885,1.21457e-06,8.79898e-05,8.96145e-08,1.98361e-11,3.64796e-10,1.91175e-05,1.54331e-07,2.80713e-07,5.06056e-09,1.0887e-09,3.1992e-06,0.00831376,2.59278e-11,8.29965e-09,3.17027e-09,0.0213557,5.21742e-08,2.3125e-09,7.98694e-09,2.66093e-11,0.00104699,2.48291e-05,1.11682e-08,0.688342
0.04875,1000.24,969.7,0.0711284,5.13961e+07,0.00903157,1.07713e-07,0.0122826,1.08116e-05,6.85758e-11,5.78346e-17,0.00502868,2.75779e-08,0.00389692,0.0368331,0.140519,9.38381e-09,2.32408e-07,9.48805e-05,0.002111,0.0682482,4.24027e-14,1.79885e-09,1.97054e-05,9.40125e-09,0.00537602,5.58268e-07,0.0008633,3.60197e-10,7.06606e-08,6.91437e-09,6.52067e-10,8.12895e-13,1.67013e-12,0.000129937,4.46277e-15,1.10259e-14,0.000146,1.31688e-06,9.24968e-05,1.02336e-07,2.37308e-11,4.37276e-10,2.07493e-05,1.72571e-07,3.18709e-07,5.11368e-09,1.18474e-09,3.60508e-06,0.00814088,2.78146e-11,9.82952e-09,3.48413e-09,0.0194762,4.96634e-08,2.30772e-09,7.86335e-09,2.96421e-11,0.00108037,2.71023e-05,9.58586e-09,0.686564
0.0488281,1005.21,972.919,0.0716919,5.39269e+07,0.00921447,1.16751e-07,0.0126749,1.12099e-05,7.82423e-11,7.82638e-17,0.00490784,2.98721e-08,0.00432307,0.039125,0.137744,1.08365e-08,2.50942e-07,9.53382e-05,0.00196053,0.0715277,5.28092e-14,2.17113e-09,2.18387e-05,1.06205e-08,0.005437,6.15719e-07,0.000899609,4.00551e-10,7.00951e-08,7.97505e-09,8.02604e-10,1.05327e-12,1.87912e-12,0.000141136,5.93307e-15,1.25804e-14,0.000150361,1.40842e-06,9.6572e-05,1.15674e-07,2.7877e-11,5.14734e-10,2.23359e-05,1.91615e-07,3.58997e-07,5.11198e-09,1.273e-09,4.02743e-06,0.00792717,2.94185e-11,1.14556e-08,3.78098e-09,0.0177065,4.69433e-08,2.27681e-09,7.65705e-09,3.25434e-11,0.0011057,2.92942e-05,8.20947e-09,0.684871
0.0489062,1009.89,976.137,0.0722276,5.58567e+07,0.00938484,1.25532e-07,0.0130324,1.15442e-05,8.77782e-11,1.03247e-16,0.00476636,3.18522e-08,0.00476757,0.0413617,0.13503,1.23742e-08,2.67946e-07,9.5199e-05,0.00180927,0.0747108,6.44813e-14,2.57045e-09,2.40447e-05,1.18129e-08,0.00547661,6.70668e-07,0.000931794,4.39313e-10,6.88591e-08,9.11797e-09,9.70271e-10,1.33147e-12,2.07723e-12,0.000151991,7.65097e-15,1.40989e-14,0.000153933,1.48546e-06,0.000100163,1.29356e-07,3.21339e-11,5.94608e-10,2.38502e-05,2.11278e-07,4.01105e-07,5.05689e-09,1.35087e-09,4.46015e-06,0.00767907,3.06815e-11,1.31282e-08,4.051e-09,0.0160559,4.40813e-08,2.22067e-09,7.37484e-09,3.52037e-11,0.00112269,3.13603e-05,7.02364e-09,0.683271
0.0489844,1014.21,979.356,0.0727309,5.71202e+07,0.00954197,1.33813e-07,0.0133542,1.18076e-05,9.67747e-11,1.3253e-16,0.00460888,3.34369e-08,0.00522715,0.0435255,0.132393,1.39608e-08,2.8284e-07,9.44825e-05,0.00166033,0.0777803,7.71348e-14,2.9838e-09,2.62983e-05,1.29342e-08,0.00549619,7.21437e-07,0.000959642,4.75061e-10,6.70147e-08,1.03308e-08,1.15159e-09,1.64127e-12,2.25512e-12,0.000162294,9.56175e-15,1.5513e-14,0.000156702,1.54506e-06,0.000103233,1.43073e-07,3.63365e-11,6.73862e-10,2.52684e-05,2.31359e-07,4.44472e-07,4.95237e-09,1.41623e-09,4.89655e-06,0.0074035,3.1565e-11,1.47892e-08,4.28556e-09,0.0145299,4.11452e-08,2.14161e-09,7.02753e-09,3.75237e-11,0.00113138,3.3262e-05,6.00991e-09,0.681766
0.0490625,1018.17,982.425,0.0731988,5.76944e+07,0.00968542,1.41366e-07,0.0136403,1.19963e-05,1.04841e-10,1.65353e-16,0.00443996,3.45713e-08,0.00569847,0.0456016,0.129844,1.55553e-08,2.9516e-07,9.32329e-05,0.00151633,0.0807232,9.03781e-14,3.39602e-09,2.85735e-05,1.39433e-08,0.00549745,7.66569e-07,0.00098309,5.06505e-10,6.46501e-08,1.15985e-08,1.3419e-09,1.97289e-12,2.40456e-12,0.000171861,1.15797e-14,1.67583e-14,0.00015868,1.58532e-06,0.000105763,1.56498e-07,4.03129e-11,7.49297e-10,2.65708e-05,2.51653e-07,4.88484e-07,4.80453e-09,1.46765e-09,5.32984e-06,0.00710749,3.20536e-11,1.63778e-08,4.47803e-09,0.0131301,3.81987e-08,2.0431e-09,6.62884e-09,3.9424e-11,0.00113207,3.4969e-05,5.1485e-09,0.68036
0.0491406,1021.75,985.456,0.0736301,5.7611e+07,0.00981496,1.48041e-07,0.0138915,1.21113e-05,1.11699e-10,2.00614e-16,0.00426386,3.52416e-08,0.00617823,0.047579,0.127392,1.71199e-08,3.04671e-07,9.15206e-05,0.00137928,0.0835312,1.03792e-13,3.79253e-09,3.0845e-05,1.48107e-08,0.00548235,8.05105e-07,0.00100221,5.32748e-10,6.18773e-08,1.2904e-08,1.5361e-09,2.31472e-12,2.52044e-12,0.00018055,1.36054e-14,1.77892e-14,0.000159901,1.60596e-06,0.000107752,1.69346e-07,4.39165e-11,8.18157e-10,2.77428e-05,2.71963e-07,5.32513e-07,4.62147e-09,1.5045e-09,5.7535e-06,0.00679777,3.21546e-11,1.78409e-08,4.62503e-09,0.0118548,3.53001e-08,1.92984e-09,6.19523e-09,4.08603e-11,0.00112531,3.64604e-05,4.41895e-09,0.679051
0.0492188,1024.98,988.488,0.0740256,5.69412e+07,0.00993065,1.53756e-07,0.0141092,1.21575e-05,1.17198e-10,2.37013e-16,0.00408433,3.54675e-08,0.00666341,0.0494503,0.125042,1.8623e-08,3.11342e-07,8.94307e-05,0.0012506,0.0861997,1.16973e-13,4.16076e-09,3.30894e-05,1.55196e-08,0.00545298,8.36561e-07,0.00101718,5.53304e-10,5.88163e-08,1.42298e-08,1.72914e-09,2.65471e-12,2.6008e-12,0.000188261,1.55399e-14,1.85806e-14,0.000160415,1.60799e-06,0.00010921,1.81384e-07,4.70371e-11,8.78343e-10,2.87749e-05,2.92107e-07,5.7596e-07,4.41211e-09,1.52687e-09,6.16159e-06,0.00648049,3.18956e-11,1.91373e-08,4.72611e-09,0.0106994,3.24981e-08,1.80686e-09,5.74327e-09,4.18214e-11,0.00111183,3.77251e-05,3.80195e-09,0.677839
0.0492969,1027.88,991.519,0.0743871,5.57806e+07,0.0100327,1.58494e-07,0.0142953,1.2142e-05,1.21308e-10,2.73242e-16,0.00390452,3.52947e-08,0.0071513,0.0512115,0.122797,2.00409e-08,3.15312e-07,8.70524e-05,0.00113114,0.0887282,1.29575e-13,4.49126e-09,3.52862e-05,1.60648e-08,0.00541141,8.60888e-07,0.00102828,5.6808e-10,5.5583e-08,1.55587e-08,1.91649e-09,2.98181e-12,2.6465e-12,0.000194942,1.72988e-14,1.9128e-14,0.000160283,1.59338e-06,0.000110161,1.9244e-07,4.96074e-11,9.28536e-10,2.96626e-05,3.1192e-07,6.18281e-07,4.18527e-09,1.5355e-09,6.54904e-06,0.00616102,3.13189e-11,2.024e-08,4.78326e-09,0.00965746,2.98299e-08,1.679e-09,5.28792e-09,4.23247e-11,0.00109246,3.87608e-05,3.28015e-09,0.676719
0.049375,1030.49,994.55,0.0747171,5.42369e+07,0.0101215,1.62299e-07,0.0144519,1.20742e-05,1.24105e-10,3.08169e-16,0.00372696,3.47856e-08,0.00763962,0.0528616,0.120656,2.13593e-08,3.16851e-07,8.44721e-05,0.00102127,0.0911191,1.41343e-13,4.77828e-09,3.74187e-05,1.64521e-08,0.00535963,8.78398e-07,0.00103582,5.77335e-10,5.22807e-08,1.6875e-08,2.0945e-09,3.28713e-12,2.66079e-12,0.000200586,1.88222e-14,1.94448e-14,0.000159573,1.56474e-06,0.000110635,2.02411e-07,5.16038e-11,9.68225e-10,3.04057e-05,3.31264e-07,6.59019e-07,3.94907e-09,1.53158e-09,6.91172e-06,0.00584383,3.0476e-11,2.11369e-08,4.80039e-09,0.008721,2.73209e-08,1.55049e-09,4.84164e-09,4.24105e-11,0.00106808,3.95727e-05,2.83826e-09,0.675687
0.0494531,1032.86,997.581,0.0750191,5.24176e+07,0.0101976,1.65262e-07,0.0145812,1.19637e-05,1.25748e-10,3.40978e-16,0.00355356,3.40103e-08,0.00812654,0.0544018,0.118619,2.25732e-08,3.16313e-07,8.17686e-05,0.000920973,0.0933772,1.52124e-13,5.01984e-09,3.94738e-05,1.66954e-08,0.00529944,8.8968e-07,0.00104015,5.81592e-10,4.89961e-08,1.81646e-08,2.26059e-09,3.56465e-12,2.64844e-12,0.000205218,2.00792e-14,1.95575e-14,0.000158354,1.52497e-06,0.000110668,2.11256e-07,5.30409e-11,9.97616e-10,3.10072e-05,3.50023e-07,6.97809e-07,3.71045e-09,1.51661e-09,7.2465e-06,0.0055325,2.94222e-11,2.1829e-08,4.78265e-09,0.00788137,2.49861e-08,1.42476e-09,4.41398e-09,4.21335e-11,0.00103956,4.01714e-05,2.46322e-09,0.674739
0.0495312,1035.02,1000.61,0.0752965,5.04222e+07,0.0102616,1.67505e-07,0.0146856,1.18208e-05,1.26444e-10,3.71215e-16,0.00338571,3.30393e-08,0.00861062,0.0558353,0.116681,2.36859e-08,3.14093e-07,7.90101e-05,0.000829948,0.0955088,1.61865e-13,5.2171e-09,4.14421e-05,1.68141e-08,0.00523247,8.9549e-07,0.00104163,5.81546e-10,4.57973e-08,1.94161e-08,2.41331e-09,3.81129e-12,2.61502e-12,0.000208893,2.10659e-14,1.95007e-14,0.000156697,1.47699e-06,0.0001103,2.18989e-07,5.39625e-11,1.01746e-09,3.14726e-05,3.68106e-07,7.3438e-07,3.47506e-09,1.49224e-09,7.55118e-06,0.00522978,2.82117e-11,2.23281e-08,4.73577e-09,0.0071297,2.2832e-08,1.30442e-09,4.01158e-09,4.15559e-11,0.00100772,4.05718e-05,2.14395e-09,0.673868
0.0496094,1037.02,1003.64,0.0755532,4.83362e+07,0.0103141,1.69166e-07,0.0147673,1.16548e-05,1.26418e-10,3.98776e-16,0.00322432,3.19373e-08,0.00909087,0.0571665,0.114838,2.4707e-08,3.10585e-07,7.62523e-05,0.000747713,0.0975216,1.70595e-13,5.37363e-09,4.3317e-05,1.68298e-08,0.00516011,8.96662e-07,0.00104061,5.77965e-10,4.27341e-08,2.06202e-08,2.55216e-09,4.02666e-12,2.56619e-12,0.000211684,2.18001e-14,1.93118e-14,0.000154667,1.42345e-06,0.000109569,2.25663e-07,5.44306e-11,1.02888e-09,3.18091e-05,3.85441e-07,7.68553e-07,3.24718e-09,1.46012e-09,7.82435e-06,0.00493765,2.68946e-11,2.26531e-08,4.66555e-09,0.00645733,2.08581e-08,1.19123e-09,3.63851e-09,4.07405e-11,0.000973335,4.07908e-05,1.87126e-09,0.673069
0.0496875,1038.9,1006.67,0.0757925,4.62293e+07,0.0103557,1.70387e-07,0.0148283,1.14743e-05,1.25888e-10,4.23839e-16,0.00306996,3.07599e-08,0.0095666,0.0584005,0.113084,2.56504e-08,3.06156e-07,7.35391e-05,0.000673672,0.0994237,1.78403e-13,5.49449e-09,4.50949e-05,1.67645e-08,0.00508355,8.9403e-07,0.00103741,5.71619e-10,3.98401e-08,2.17697e-08,2.67745e-09,4.21244e-12,2.50715e-12,0.000213672,2.23134e-14,1.90275e-14,0.000152322,1.3667e-06,0.000108513,2.31359e-07,5.4516e-11,1.03316e-09,3.20245e-05,4.01976e-07,8.00223e-07,3.02984e-09,1.42186e-09,8.06528e-06,0.00465749,2.55151e-11,2.28268e-08,4.57744e-09,0.00585606,1.90591e-08,1.08625e-09,3.29667e-09,3.9746e-11,0.000937072,4.0846e-05,1.63755e-09,0.672336
0.0497656,1040.7,1009.71,0.0760177,4.41549e+07,0.0103872,1.71303e-07,0.0148706,1.12866e-05,1.25051e-10,4.4678e-16,0.00292292,2.95527e-08,0.0100374,0.0595429,0.111414,2.65318e-08,3.01129e-07,7.09036e-05,0.000607179,0.101223,1.85414e-13,5.58543e-09,4.67741e-05,1.66385e-08,0.00500378,8.88372e-07,0.00103234,5.63221e-10,3.71354e-08,2.28595e-08,2.79004e-09,4.37168e-12,2.44244e-12,0.000214943,2.26447e-14,1.86806e-14,0.000149718,1.30864e-06,0.000107169,2.36168e-07,5.429e-11,1.03159e-09,3.2127e-05,4.1767e-07,8.29343e-07,2.82501e-09,1.3789e-09,8.27372e-06,0.00439017,2.41105e-11,2.28731e-08,4.4763e-09,0.00531839,1.74265e-08,9.89978e-10,2.98637e-09,3.86245e-11,0.000899528,4.07552e-05,1.43657e-09,0.671664
0.0498438,1042.45,1012.74,0.0762316,4.2153e+07,0.0104091,1.72037e-07,0.0148957,1.10979e-05,1.24078e-10,4.68095e-16,0.00278327,2.83514e-08,0.0105032,0.0605993,0.109821,2.73682e-08,2.95778e-07,6.83703e-05,0.000547585,0.102929,1.91774e-13,5.65232e-09,4.83541e-05,1.64699e-08,0.00492161,8.80394e-07,0.00102565,5.53406e-10,3.46303e-08,2.3886e-08,2.89117e-09,4.50838e-12,2.37578e-12,0.000215579,2.28352e-14,1.82996e-14,0.000146902,1.25079e-06,0.000105571,2.40183e-07,5.382e-11,1.02544e-09,3.21246e-05,4.32494e-07,8.5591e-07,2.63386e-09,1.33257e-09,8.44975e-06,0.0041362,2.27113e-11,2.28154e-08,4.36634e-09,0.00483759,1.59501e-08,9.02501e-10,2.70684e-09,3.74201e-11,0.000861215,4.05351e-05,1.26324e-09,0.671048
0.05,1045.86,1018.8,0.0766324,3.85733e+07,0.0104258,1.73428e-07,0.0148991,1.07383e-05,1.22292e-10,5.08059e-16,0.00252613,2.60757e-08,0.0114195,0.0624695,0.106853,2.89681e-08,2.85102e-07,6.36871e-05,0.000447234,0.106079,2.03184e-13,5.73566e-09,5.12174e-05,1.60673e-08,0.00475209,8.59977e-07,0.00100815,5.31661e-10,3.02385e-08,2.57405e-08,3.06532e-09,4.73286e-12,2.24909e-12,0.000215179,2.29559e-14,1.75347e-14,0.000140761,1.14025e-06,0.000101704,2.46099e-07,5.23845e-11,1.00373e-09,3.18269e-05,4.59446e-07,9.01444e-07,2.29466e-09,1.23468e-09,8.70546e-06,0.00366911,2.00031e-11,2.24704e-08,4.13354e-09,0.00402911,1.3436e-08,7.542e-10,2.23683e-09,3.49002e-11,0.000783624,3.97529e-05,9.84996e-10,0.669971
0.0501562,1049.25,1024.46,0.0770098,3.5284e+07,0.0104109,1.7482e-07,0.0148531,1.04046e-05,1.20879e-10,5.46491e-16,0.00229447,2.39779e-08,0.0123192,0.064079,0.104114,3.05364e-08,2.74619e-07,5.94351e-05,0.000366129,0.108958,2.1324e-13,5.77405e-09,5.37303e-05,1.56141e-08,0.00457957,8.35207e-07,0.000987048,5.08469e-10,2.6519e-08,2.73502e-08,3.20834e-09,4.90627e-12,2.13284e-12,0.000213229,2.28456e-14,1.67897e-14,0.000134237,1.03736e-06,9.72254e-05,2.49878e-07,5.05038e-11,9.73511e-10,3.12309e-05,4.83125e-07,9.38373e-07,2.00446e-09,1.13411e-09,8.85211e-06,0.00324993,1.75064e-11,2.19088e-08,3.89398e-09,0.0033682,1.13669e-08,6.32286e-10,1.85594e-09,3.2348e-11,0.000707191,3.86566e-05,7.72906e-10,0.669062
0.0503125,1052.76,1030.11,0.0773767,3.24434e+07,0.0103676,1.76768e-07,0.0147646,1.01154e-05,1.20437e-10,5.88036e-16,0.00208563,2.2125e-08,0.0132064,0.0654644,0.101563,3.21936e-08,2.65203e-07,5.56238e-05,0.000300532,0.111617,2.22974e-13,5.79815e-09,5.59152e-05,1.51765e-08,0.00440605,8.08753e-07,0.000963452,4.86009e-10,2.34033e-08,2.8724e-08,3.33199e-09,5.05909e-12,2.03717e-12,0.000210135,2.2711e-14,1.61537e-14,0.000127511,9.44939e-07,9.23026e-05,2.52146e-07,4.84654e-11,9.40219e-10,3.03857e-05,5.03585e-07,9.67576e-07,1.75899e-09,1.03534e-09,8.89953e-06,0.00287476,1.52673e-11,2.12381e-08,3.66047e-09,0.00282392,9.66552e-09,5.33003e-10,1.54928e-09,2.98906e-11,0.000633464,3.7327e-05,6.09522e-10,0.668298
0.0504688,1056.44,1035.77,0.0777412,3.00393e+07,0.0102982,1.79666e-07,0.0146383,9.88079e-06,1.21337e-10,6.36994e-16,0.00189688,2.05337e-08,0.0140863,0.0666561,0.0991628,3.40436e-08,2.57332e-07,5.22333e-05,0.000247389,0.114099,2.33208e-13,5.82964e-09,5.77939e-05,1.4793e-08,0.00423265,7.8226e-07,0.000938174,4.65516e-10,2.08103e-08,2.98757e-08,3.44622e-09,5.21636e-12,1.96693e-12,0.000206197,2.26929e-14,1.56759e-14,0.000120712,8.63645e-07,8.7072e-05,2.53334e-07,4.6448e-11,9.07287e-10,2.93317e-05,5.20875e-07,9.89897e-07,1.55254e-09,9.41234e-10,8.8575e-06,0.00253919,1.32961e-11,2.05301e-08,3.43996e-09,0.00237226,8.26477e-09,4.52341e-10,1.30255e-09,2.75908e-11,0.000563435,3.58276e-05,4.82706e-10,0.667657
0.050625,1060.34,1041.43,0.078108,2.80338e+07,0.0102043,1.8379e-07,0.0144772,9.70533e-06,1.23815e-10,6.97491e-16,0.00172572,1.91942e-08,0.0149649,0.0676785,0.0968816,3.61772e-08,2.51243e-07,4.92282e-05,0.000204267,0.116444,2.44574e-13,5.88307e-09,5.93837e-05,1.44838e-08,0.00405984,7.56655e-07,0.000911806,4.47598e-10,1.86599e-08,3.08203e-08,3.5588e-09,5.39764e-12,1.92415e-12,0.00020162,2.28855e-14,1.53817e-14,0.000113936,7.92992e-07,8.16452e-05,2.53707e-07,4.45539e-11,8.7671e-10,2.81019e-05,5.35015e-07,1.00604e-06,1.37923e-09,8.53402e-10,8.73528e-06,0.00223885,1.15818e-11,1.98286e-08,3.23557e-09,0.00199472,7.10871e-09,3.8665e-10,1.10343e-09,2.54703e-11,0.000497719,3.42068e-05,3.83764e-10,0.667126
0.0507812,1064.44,1047.08,0.0784788,2.63813e+07,0.0100869,1.89353e-07,0.014283,9.5903e-06,1.28053e-10,7.7384e-16,0.00156993,1.80853e-08,0.0158493,0.0685501,0.0946896,3.86781e-08,2.47052e-07,4.65688e-05,0.000169236,0.118686,2.57569e-13,5.96795e-09,6.06964e-05,1.42581e-08,0.00388775,7.32413e-07,0.000884775,4.32492e-10,1.68801e-08,3.15722e-08,3.67552e-09,5.61858e-12,1.90968e-12,0.000196535,2.3357e-14,1.52862e-14,0.000107254,7.31969e-07,7.61156e-05,2.534e-07,4.28363e-11,8.4956e-10,2.6724e-05,5.45979e-07,1.01653e-06,1.23366e-09,7.72653e-10,8.54145e-06,0.00196976,1.0102e-11,1.91587e-08,3.04812e-09,0.00167706,6.15199e-09,3.32859e-10,9.41894e-10,2.35282e-11,0.000436676,3.2502e-05,3.06312e-10,0.666691
0.0509375,1068.73,1052.74,0.0788532,2.50346e+07,0.00994669,1.96515e-07,0.014056,9.53464e-06,1.34204e-10,8.70774e-16,0.00142766,1.71812e-08,0.0167473,0.0692841,0.0925597,4.16248e-08,2.44801e-07,4.42153e-05,0.000140761,0.120854,2.72572e-13,6.08998e-09,6.17379e-05,1.41174e-08,0.00371624,7.09713e-07,0.000857381,4.20193e-10,1.54088e-08,3.21442e-08,3.8003e-09,5.89163e-12,1.92394e-12,0.000191011,2.41611e-14,1.53996e-14,0.000100722,6.7935e-07,7.0563e-05,2.52433e-07,4.13155e-11,8.26261e-10,2.52225e-05,5.53693e-07,1.02171e-06,1.11112e-09,6.99225e-10,8.28402e-06,0.00172837,8.82973e-12,1.85321e-08,2.87702e-09,0.00140832,5.35803e-09,2.88461e-10,8.09974e-10,2.17504e-11,0.000380491,3.07421e-05,2.45563e-10,0.666347
0.0510938,1073.15,1058.17,0.0792281,2.39455e+07,0.00978375,2.05362e-07,0.0137957,9.53455e-06,1.42369e-10,9.93298e-16,0.00129732,1.64522e-08,0.0176683,0.0698883,0.0904662,4.50826e-08,2.4446e-07,4.21284e-05,0.000117615,0.122976,2.89786e-13,6.25087e-09,6.25088e-05,1.40556e-08,0.00354509,6.88491e-07,0.000829822,4.10495e-10,1.4192e-08,3.25479e-08,3.93487e-09,6.22548e-12,1.96674e-12,0.000185083,2.53381e-14,1.57273e-14,9.43831e-05,6.33785e-07,6.50557e-05,2.50714e-07,3.99816e-11,8.06644e-10,2.36202e-05,5.58037e-07,1.02177e-06,1.00749e-09,6.3295e-10,7.97064e-06,0.00151162,7.73673e-12,1.79489e-08,2.72059e-09,0.00117997,4.69713e-09,2.5141e-10,7.01333e-10,2.01141e-11,0.000329221,2.895e-05,1.9787e-10,0.666088
0.05125,1077.68,1063.45,0.0796033,2.30883e+07,0.00959787,2.16174e-07,0.0135007,9.59096e-06,1.52889e-10,1.14991e-15,0.00117756,1.58855e-08,0.0186237,0.0703657,0.0883835,4.91685e-08,2.46199e-07,4.02826e-05,9.87818e-05,0.125077,3.09723e-13,6.45719e-09,6.30054e-05,1.4078e-08,0.00337394,6.68923e-07,0.000802211,4.03497e-10,1.31913e-08,3.27938e-08,4.08289e-09,6.63648e-12,2.04132e-12,0.000178767,2.6982e-14,1.63009e-14,8.82734e-05,5.94488e-07,5.96495e-05,2.48255e-07,3.88561e-11,7.91179e-10,2.19386e-05,5.58841e-07,1.01682e-06,9.1972e-10,5.73496e-10,7.60877e-06,0.00131686,6.79628e-12,1.74175e-08,2.57799e-09,0.000985284,4.14596e-09,2.20279e-10,6.11421e-10,1.8608e-11,0.000282816,2.71431e-05,1.60298e-10,0.665914
0.0514063,1082.34,1068.73,0.0799803,2.24497e+07,0.00938852,2.2939e-07,0.0131688,9.70781e-06,1.66337e-10,1.35381e-15,0.00106722,1.54772e-08,0.0196278,0.0707142,0.0862856,5.40523e-08,2.50331e-07,3.86593e-05,8.34283e-05,0.127183,3.33166e-13,6.71944e-09,6.32201e-05,1.41964e-08,0.00320244,6.51226e-07,0.000774583,3.99481e-10,1.23778e-08,3.28917e-08,4.24931e-09,7.14846e-12,2.15387e-12,0.000172071,2.92434e-14,1.71755e-14,8.24227e-05,5.60949e-07,5.43897e-05,2.45124e-07,3.79744e-11,7.80649e-10,2.01994e-05,5.55902e-07,1.00696e-06,8.45406e-10,5.20404e-10,7.20577e-06,0.00114181,5.98411e-12,1.69488e-08,2.44851e-09,0.000818949,3.68569e-09,1.94011e-10,5.36764e-10,1.72252e-11,0.00024114,2.53348e-05,1.30538e-10,0.665825
0.0515625,1087.12,1074.01,0.0803593,2.20129e+07,0.00915488,2.45467e-07,0.0127972,9.88709e-06,1.83373e-10,1.62276e-15,0.000965311,1.52207e-08,0.0206987,0.0709254,0.0841447,5.99257e-08,2.5716e-07,3.72372e-05,7.08765e-05,0.129318,3.60889e-13,7.0472e-09,6.31411e-05,1.44191e-08,0.00303024,6.35386e-07,0.000746899,3.98651e-10,1.17245e-08,3.28497e-08,4.43787e-09,7.78694e-12,2.31153e-12,0.000164998,3.23084e-14,1.84162e-14,7.68577e-05,5.32533e-07,4.93139e-05,2.41337e-07,3.73548e-11,7.75506e-10,1.8425e-05,5.49002e-07,9.92241e-07,7.82355e-10,4.73076e-10,6.76902e-06,0.000984553,5.2787e-12,1.65452e-08,2.33063e-09,0.000676748,3.30038e-09,1.71699e-10,4.7443e-10,1.5953e-11,0.000204008,2.35348e-05,1.06836e-10,0.665829
