x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_h2,X_h,X_ch4,X_ch3,X_ch2,X_ch,X_ch2o,X_hco,X_co2,X_co,X_o2,X_o,X_oh,X_ho2,X_h2o2,X_h2o,X_c2h,X_hcco,X_c2h2,X_c2h3,X_c2h4,X_c2h5,X_c2h6,X_ch2oh,X_ch3o,X_hccoh,X_h2ccch,X_c3h2,X_ch2(s),X_ch2co,X_c2o,X_hcoh,X_ch3oh,X_ch2hco,X_c3h6,X_ac3h5,X_pc3h5,X_sc3h5,X_ch2chcho,X_pc3h4,X_ac3h4,X_ch3co,X_ch2chco,X_ch3chco,X_ch3hco,X_chocho,X_ic3h7,X_nc3h7,X_c2h5oh,X_c2h4oh,X_ch3choh,X_ch3ch2o,X_ch2chch2o,X_hcooh,X_c3h8,X_hoc2h4o2,X_n2
0.0517188,1092.02,1079.29,0.0807394,2.17577e+07,0.00889584,2.64873e-07,0.0123822,1.01284e-05,2.0477e-10,1.98093e-15,0.000871027,1.51071e-08,0.0218596,0.0709842,0.0819306,6.70031e-08,2.66995e-07,3.59921e-05,6.05773e-05,0.131507,3.93628e-13,7.4493e-09,6.27523e-05,1.47506e-08,0.00285703,6.2118e-07,0.000719038,4.01172e-10,1.12054e-08,3.26736e-08,4.6508e-09,8.57934e-12,2.52274e-12,0.000157553,3.64165e-14,2.01029e-14,7.1603e-05,5.08536e-07,4.44528e-05,2.36865e-07,3.70033e-11,7.75943e-10,1.66389e-05,5.37924e-07,9.72677e-07,7.28553e-10,4.30844e-10,6.30596e-06,0.000843506,4.66135e-12,1.6202e-08,2.22215e-09,0.000555332,2.97659e-09,1.52579e-10,4.21963e-10,1.47757e-11,0.000171194,2.17502e-05,8.78453e-11,0.665932
0.051875,1097,1084.58,0.0811184,2.16586e+07,0.00860999,2.88072e-07,0.0119198,1.04277e-05,2.31405e-10,2.46103e-15,0.000783681,1.51251e-08,0.0231408,0.0708671,0.079609,7.55176e-08,2.80148e-07,3.48966e-05,5.20861e-05,0.133776,4.32012e-13,7.93334e-09,6.20334e-05,1.51913e-08,0.00268255,6.0819e-07,0.000690787,4.07189e-10,1.07948e-08,3.23664e-08,4.88835e-09,9.55422e-12,2.79721e-12,0.00014974,4.18805e-14,2.23329e-14,6.6681e-05,4.8819e-07,3.98312e-05,2.3164e-07,3.69143e-11,7.81908e-10,1.4866e-05,5.22473e-07,9.48255e-07,6.82109e-10,3.93016e-10,5.82407e-06,0.000717372,4.1161e-12,1.59075e-08,2.12024e-09,0.000452014,2.70285e-09,1.36024e-10,3.77309e-10,1.36751e-11,0.000142444,1.99859e-05,7.25264e-11,0.666149
0.0520313,1102.04,1089.78,0.0814924,2.16817e+07,0.00829565,3.15477e-07,0.0114054,1.07761e-05,2.6421e-10,3.1066e-15,0.000702661,1.52588e-08,0.0245831,0.0705404,0.0771393,8.57067e-08,2.96911e-07,3.39192e-05,4.50413e-05,0.136151,4.76394e-13,8.50464e-09,6.09605e-05,1.57354e-08,0.0025065,5.95798e-07,0.000661814,4.16812e-10,1.04656e-08,3.19273e-08,5.14822e-09,1.07391e-11,3.14523e-12,0.000141568,4.91068e-14,2.52217e-14,6.21106e-05,4.70638e-07,3.54665e-05,2.25543e-07,3.70688e-11,7.93025e-10,1.31309e-05,5.02493e-07,9.18959e-07,6.41188e-10,3.58894e-10,5.33076e-06,0.000605055,3.62944e-12,1.56426e-08,2.02149e-09,0.000364585,2.46927e-09,1.21514e-10,3.38734e-10,1.26313e-11,0.000117483,1.82447e-05,6.00759e-11,0.666497
0.0521875,1107.08,1094.65,0.0818568,2.17892e+07,0.00795084,3.47555e-07,0.0108333,1.1161e-05,3.04315e-10,3.97868e-15,0.000627357,1.54925e-08,0.0262416,0.0699579,0.0744717,9.78416e-08,3.17653e-07,3.30275e-05,3.91448e-05,0.138664,5.26959e-13,9.16973e-09,5.95063e-05,1.63754e-08,0.00232844,5.83307e-07,0.00063164,4.30317e-10,1.01911e-08,3.13525e-08,5.42714e-09,1.2166e-11,3.57923e-12,0.000133048,5.86757e-14,2.8922e-14,5.79051e-05,4.55082e-07,3.13668e-05,2.18461e-07,3.74497e-11,8.08942e-10,1.14565e-05,4.77868e-07,8.84826e-07,6.04077e-10,3.27833e-10,4.83293e-06,0.000505566,3.19002e-12,1.53855e-08,1.92228e-09,0.000291154,2.26741e-09,1.08679e-10,3.04854e-10,1.16264e-11,9.60044e-05,1.65264e-05,4.98591e-11,0.666999
0.0523438,1112.17,1099.53,0.0822132,2.19658e+07,0.00757326,3.85478e-07,0.0101968,1.1578e-05,3.5403e-10,5.18426e-15,0.000557076,1.58338e-08,0.0281922,0.069057,0.0715433,1.1244e-07,3.43351e-07,3.21989e-05,3.41411e-05,0.14135,5.84899e-13,9.95512e-09,5.76414e-05,1.7131e-08,0.00214767,5.70223e-07,0.000599606,4.48885e-10,9.95326e-09,3.06348e-08,5.72856e-09,1.39062e-11,4.12511e-12,0.000124197,7.1674e-14,3.37238e-14,5.40712e-05,4.41287e-07,2.75283e-05,2.10476e-07,3.81124e-11,8.30856e-10,9.86143e-06,4.48519e-07,8.4602e-07,5.69502e-10,2.99337e-10,4.33643e-06,0.000417937,2.78846e-12,1.51272e-08,1.81998e-09,0.000230015,2.09067e-09,9.74053e-11,2.74761e-10,1.06543e-11,7.76773e-05,1.48266e-05,4.13409e-11,0.667683
0.0525,1117.4,1104.4,0.0825632,2.21947e+07,0.0071603,4.31003e-07,0.00948771,1.20217e-05,4.16892e-10,6.90286e-15,0.000491026,1.62952e-08,0.0305392,0.0677546,0.0682736,1.30262e-07,3.75473e-07,3.14079e-05,2.98167e-05,0.14425,6.51913e-13,1.09022e-08,5.53315e-05,1.80315e-08,0.00196298,5.55913e-07,0.000564829,4.74396e-10,9.73338e-09,2.97638e-08,6.05921e-09,1.6072e-11,4.82202e-12,0.000115012,8.99484e-14,4.0083e-14,5.06106e-05,4.29002e-07,2.39361e-05,2.01637e-07,3.91382e-11,8.60541e-10,8.35884e-06,4.14394e-07,8.02796e-07,5.3613e-10,2.72946e-10,3.84558e-06,0.000341175,2.41663e-12,1.48538e-08,1.71149e-09,0.000179601,1.93325e-09,8.76504e-11,2.47668e-10,9.70742e-12,6.21536e-05,1.31363e-05,3.41135e-11,0.668586
0.0526563,1122.87,1109.28,0.0829109,2.24683e+07,0.00670897,4.87182e-07,0.00869565,1.24898e-05,4.99071e-10,9.468e-15,0.000428289,1.69048e-08,0.0334271,0.0659405,0.0645592,1.52582e-07,4.16567e-07,3.06276e-05,2.59897e-05,0.14741,7.31168e-13,1.20848e-08,5.25352e-05,1.91324e-08,0.00177249,5.39638e-07,0.000526144,5.1023e-10,9.51437e-09,2.8726e-08,6.43431e-09,1.88658e-11,5.73781e-12,0.000105455,1.16983e-13,4.88032e-14,4.75247e-05,4.18079e-07,2.05647e-05,1.91995e-07,4.0678e-11,9.01325e-10,6.95549e-06,3.7546e-07,7.55489e-07,5.02601e-10,2.48242e-10,3.3627e-06,0.000274227,2.06737e-12,1.45488e-08,1.59339e-09,0.000138439,1.79006e-09,7.94797e-11,2.22915e-10,8.7785e-12,4.90767e-05,1.14417e-05,2.78595e-11,0.66975
0.0528125,1128.83,1114.15,0.0832668,2.28105e+07,0.00621589,5.60021e-07,0.00780778,1.29922e-05,6.12835e-10,1.35849e-14,0.000367804,1.77287e-08,0.0370554,0.0634698,0.0602663,1.81848e-07,4.71635e-07,2.98319e-05,2.24973e-05,0.150886,8.29634e-13,1.36479e-08,4.91998e-05,2.05513e-08,0.00157338,5.20609e-07,0.000482036,5.63112e-10,9.28458e-09,2.75073e-08,6.88845e-09,2.2701e-11,7.00814e-12,9.542e-05,1.60235e-13,6.14941e-14,4.48257e-05,4.08632e-07,1.73792e-05,1.81655e-07,4.30479e-11,9.60156e-10,5.65136e-06,3.31692e-07,7.0454e-07,4.67608e-10,2.24875e-10,2.88773e-06,0.000215952,1.73443e-12,1.41955e-08,1.46211e-09,0.000105127,1.65687e-09,7.31329e-11,1.99984e-10,7.86302e-12,3.80874e-05,9.72409e-06,2.23301e-11,0.671222
0.0529688,1135.77,1119.03,0.0836563,2.33234e+07,0.00567739,6.62496e-07,0.00680826,1.35688e-05,7.85856e-10,2.09941e-14,0.00030838,1.89163e-08,0.0416983,0.0601532,0.0552243,2.23323e-07,5.51577e-07,2.89975e-05,1.91837e-05,0.154742,9.63873e-13,1.59004e-08,4.52563e-05,2.25462e-08,0.00136156,4.97943e-07,0.000430541,6.47787e-10,9.04377e-09,2.60994e-08,7.49801e-09,2.8517e-11,8.94246e-12,8.46991e-05,2.38261e-13,8.1848e-14,4.25595e-05,4.01251e-07,1.43374e-05,1.70847e-07,4.69486e-11,1.05227e-09,4.44017e-06,2.83087e-07,6.5056e-07,4.29976e-10,2.02601e-10,2.41813e-06,0.000165108,1.41271e-12,1.37758e-08,1.31379e-09,7.83269e-05,1.53064e-09,6.91641e-11,1.78498e-10,6.961e-12,2.88274e-05,7.96041e-06,1.7338e-11,0.673057
0.0530469,1139.96,1121.35,0.083884,2.38003e+07,0.00538905,7.3473e-07,0.00625854,1.39291e-05,9.16465e-10,2.73902e-14,0.000278538,1.97737e-08,0.0445463,0.0580813,0.0523356,2.52601e-07,6.09149e-07,2.8566e-05,1.75314e-05,0.156842,1.05817e-12,1.75178e-08,4.30173e-05,2.39666e-08,0.00124858,4.85145e-07,0.000401023,7.13338e-10,8.9328e-09,2.53259e-08,7.9213e-09,3.29143e-11,1.04071e-11,7.89339e-05,3.05899e-13,9.78292e-14,4.1634e-05,3.9913e-07,1.28503e-05,1.65495e-07,5.00378e-11,1.12296e-09,3.8638e-06,2.56934e-07,6.22707e-07,4.09978e-10,1.91917e-10,2.183e-06,0.00014193,1.2545e-12,1.35481e-08,1.23243e-09,6.68697e-05,1.47017e-09,6.84697e-11,1.68286e-10,6.52004e-12,2.47052e-05,7.05077e-06,1.49864e-11,0.674132
0.053125,1144.89,1123.6,0.0841486,2.44506e+07,0.00508752,8.30709e-07,0.00567115,1.43687e-05,1.10027e-09,3.74392e-14,0.000248493,2.0915e-08,0.0478407,0.055674,0.0491518,2.91515e-07,6.8691e-07,2.81218e-05,1.58608e-05,0.15907,1.18413e-12,1.96864e-08,4.05709e-05,2.58555e-08,0.00112971,4.71079e-07,0.00036834,8.06347e-10,8.83589e-09,2.45059e-08,8.4736e-09,3.90993e-11,1.24761e-11,7.28036e-05,4.12764e-13,1.21052e-13,4.08934e-05,3.98619e-07,1.13837e-05,1.60312e-07,5.44519e-11,1.22173e-09,3.30804e-06,2.29483e-07,5.94366e-07,3.89112e-10,1.81626e-10,1.94708e-06,0.00012026,1.0983e-12,1.33032e-08,1.14518e-09,5.67125e-05,1.41205e-09,6.92303e-11,1.58571e-10,6.08775e-12,2.09154e-05,6.11958e-06,1.27265e-11,0.675321
0.0532031,1150.88,1125.85,0.0844699,2.54723e+07,0.0047723,9.65646e-07,0.00504347,1.49363e-05,1.37696e-09,5.4627e-14,0.000218146,2.25027e-08,0.0516617,0.0528831,0.0456343,3.46239e-07,7.98252e-07,2.76664e-05,1.41519e-05,0.161434,1.36374e-12,2.27479e-08,3.7895e-05,2.84933e-08,0.00100394,4.55748e-07,0.000331969,9.46078e-10,8.76973e-09,2.36453e-08,9.22508e-09,4.83604e-11,1.561e-11,6.62072e-05,5.96991e-13,1.57321e-13,4.03915e-05,4.00509e-07,9.93321e-06,1.55429e-07,6.10644e-11,1.36599e-09,2.77183e-06,2.0078e-07,5.65604e-07,3.67461e-10,1.71913e-10,1.70948e-06,9.99679e-05,9.44464e-13,1.30415e-08,1.05166e-09,4.77391e-05,1.35801e-09,7.22102e-11,1.49595e-10,5.66604e-12,1.74202e-05,5.16731e-06,1.0567e-11,0.676627
0.0532813,1158.38,1128.1,0.0848763,2.71607e+07,0.00444297,1.16863e-06,0.00437345,1.57097e-05,1.82961e-09,8.73952e-14,0.000187484,2.48186e-08,0.0561005,0.0496554,0.0417424,4.28568e-07,9.69581e-07,2.72073e-05,1.23913e-05,0.16394,1.6398e-12,2.73354e-08,3.49625e-05,3.23782e-08,0.00087018,4.39249e-07,0.000291327,1.17168e-09,8.76487e-09,2.27526e-08,1.02888e-08,6.33014e-11,2.07847e-11,5.90157e-05,9.52591e-13,2.19402e-13,4.02097e-05,4.05965e-07,8.49604e-06,1.50947e-07,7.15509e-11,1.58731e-09,2.25469e-06,1.70892e-07,5.36344e-07,3.45227e-10,1.63102e-10,1.46923e-06,8.096e-05,7.94074e-13,1.27638e-08,9.51498e-10,3.98695e-05,1.31144e-09,7.89175e-11,1.4189e-10,5.25573e-12,1.41871e-05,4.19903e-06,8.53182e-12,0.678051
0.0533203,1162.92,1129.23,0.0851258,2.85782e+07,0.0042725,1.31732e-06,0.00402148,1.62374e-05,2.18513e-09,1.16652e-13,0.000172038,2.64875e-08,0.0585958,0.0478517,0.0396361,4.88724e-07,1.09715e-06,2.70011e-05,1.14889e-05,0.16525,1.84602e-12,3.06628e-08,3.33828e-05,3.51623e-08,0.000799743,4.31748e-07,0.000269113,1.34565e-09,8.82177e-09,2.22961e-08,1.10116e-08,7.47847e-11,2.48882e-11,5.51274e-05,1.2734e-12,2.70008e-13,4.02855e-05,4.11602e-07,7.78027e-06,1.48936e-07,7.95022e-11,1.74996e-09,2.00271e-06,1.55483e-07,5.21326e-07,3.34488e-10,1.5959e-10,1.34745e-06,7.19023e-05,7.20848e-13,1.26569e-08,9.00654e-10,3.63314e-05,1.29605e-09,8.48636e-11,1.3928e-10,5.06002e-12,1.26558e-05,3.71238e-06,7.5863e-12,0.678807
0.0533594,1168.1,1130.35,0.0854134,3.04736e+07,0.00409829,1.5164e-06,0.0036584,1.68933e-05,2.69019e-09,1.62919e-13,0.000156567,2.86611e-08,0.0612951,0.0459104,0.0374166,5.69085e-07,1.27053e-06,2.68173e-05,1.05709e-05,0.166598,2.12607e-12,3.5062e-08,3.17203e-05,3.879e-08,0.000726812,4.2498e-07,0.000245512,1.58831e-09,8.93678e-09,2.18334e-08,1.19075e-08,9.07233e-11,3.07643e-11,5.10147e-05,1.78621e-12,3.44249e-13,4.04981e-05,4.19845e-07,7.06729e-06,1.4705e-07,9.03493e-11,1.96522e-09,1.75598e-06,1.39785e-07,5.05897e-07,3.2414e-10,1.56883e-10,1.22451e-06,6.31752e-05,6.49513e-13,1.25791e-08,8.49335e-10,3.30838e-05,1.28828e-09,9.36471e-11,1.37925e-10,4.86968e-12,1.11843e-05,3.22725e-06,6.69742e-12,0.679591
0.0533984,1174.03,1131.48,0.0857459,3.32488e+07,0.0039203,1.79675e-06,0.00328462,1.77329e-05,3.45012e-09,2.4185e-13,0.000141121,3.16336e-08,0.0642138,0.0438232,0.0350794,6.81798e-07,1.51839e-06,2.66747e-05,9.63431e-06,0.167981,2.52583e-12,4.11429e-08,2.99673e-05,4.37162e-08,0.000651297,4.20326e-07,0.000220426,1.94469e-09,9.14702e-09,2.13641e-08,1.30344e-08,1.13828e-10,3.96867e-11,4.66512e-05,2.6718e-12,4.60063e-13,4.08716e-05,4.3237e-07,6.3568e-06,1.45245e-07,1.05835e-10,2.26043e-09,1.51493e-06,1.23817e-07,4.89775e-07,3.14712e-10,1.55593e-10,1.10026e-06,5.47943e-05,5.80639e-13,1.25721e-08,7.99088e-10,3.01419e-05,1.29412e-09,1.07102e-10,1.38786e-10,4.68579e-12,9.77153e-06,2.74716e-06,5.88612e-12,0.680401
0.0534375,1180.83,1132.6,0.0861311,3.75458e+07,0.00373849,2.21676e-06,0.002901,1.88377e-05,4.67877e-09,3.90283e-13,0.00012577,3.59348e-08,0.0673671,0.0415815,0.0326216,8.49601e-07,1.89567e-06,2.65967e-05,8.67071e-06,0.169397,3.13195e-12,5.00114e-08,2.81146e-05,5.07437e-08,0.000573167,4.19983e-07,0.000193766,2.50264e-09,9.51235e-09,2.08853e-08,1.44665e-08,1.49085e-10,5.42613e-11,4.20108e-05,4.3602e-12,6.55147e-13,4.14299e-05,4.51998e-07,5.64799e-06,1.43402e-07,1.29196e-10,2.68119e-09,1.28027e-06,1.07611e-07,4.72455e-07,3.06963e-10,1.5672e-10,9.74478e-07,4.67872e-05,5.14925e-13,1.27063e-08,7.52109e-10,2.75305e-05,1.32366e-09,1.28793e-10,1.43538e-10,4.50757e-12,8.41759e-06,2.27657e-06,5.17642e-12,0.681235
0.0534766,1188.62,1133.73,0.0865765,4.46012e+07,0.00355282,2.89342e-06,0.00250913,2.03162e-05,6.84386e-09,7.05798e-13,0.000110612,4.25458e-08,0.0707687,0.0391771,0.0300423,1.11749e-06,2.51446e-06,2.65982e-05,7.66104e-06,0.170844,4.1173e-12,6.37482e-08,2.61503e-05,6.13275e-08,0.000492505,4.27132e-07,0.000165464,3.44567e-09,1.01256e-08,2.03907e-08,1.62842e-08,2.06068e-10,8.02445e-11,3.70714e-05,8.0045e-12,1.01573e-12,4.21871e-05,4.83293e-07,4.9388e-06,1.41213e-07,1.66714e-10,3.30177e-09,1.05328e-06,9.12379e-08,4.5301e-07,3.01836e-10,1.61821e-10,8.46935e-07,3.91996e-05,4.53106e-13,1.3091e-08,7.1095e-10,2.52845e-05,1.39341e-09,1.6615e-10,1.5518e-10,4.32713e-12,7.12445e-06,1.82083e-06,4.59232e-12,0.682089
0.0534961,1192.92,1134.29,0.0868241,5.02421e+07,0.00345832,3.41941e-06,0.00231075,2.12509e-05,8.63915e-09,1.01492e-12,0.000103137,4.75408e-08,0.0725706,0.0379085,0.0287055,1.3238e-06,2.99996e-06,2.66283e-05,7.12434e-06,0.171577,4.88336e-12,7.40109e-08,2.51181e-05,6.90891e-08,0.00045125,4.37166e-07,0.000150665,4.20064e-09,1.05856e-08,2.01316e-08,1.73642e-08,2.48891e-10,1.01964e-10,3.44789e-05,1.16044e-11,1.3251e-12,4.2632e-05,5.07326e-07,4.58132e-06,1.39758e-07,1.95492e-10,3.73431e-09,9.43156e-07,8.30228e-08,4.41808e-07,3.01019e-10,1.67481e-10,7.82234e-07,3.55817e-05,4.23814e-13,1.34866e-08,6.95872e-10,2.4311e-05,1.45956e-09,1.96466e-10,1.66172e-10,4.229e-12,6.50107e-06,1.60038e-06,4.37861e-12,0.682523
0.0535156,1197.51,1134.85,0.0870891,5.76679e+07,0.0033628,4.13e-06,0.00211154,2.23001e-05,1.12047e-08,1.52228e-12,9.5769e-05,5.39991e-08,0.0744402,0.0365955,0.0273395,1.60049e-06,3.66455e-06,2.66463e-05,6.56067e-06,0.172315,5.91752e-12,8.73411e-08,2.40503e-05,7.89882e-08,0.000409502,4.50549e-07,0.00013547,5.25141e-09,1.11563e-08,1.98619e-08,1.85377e-08,3.05623e-10,1.33218e-10,3.18074e-05,1.75635e-11,1.78104e-12,4.31087e-05,5.36871e-07,4.22122e-06,1.37809e-07,2.33785e-10,4.25811e-09,8.36026e-07,7.48523e-08,4.29232e-07,3.00967e-10,1.75147e-10,7.16934e-07,3.21023e-05,3.95605e-13,1.40002e-08,6.82604e-10,2.3443e-05,1.54767e-09,2.38811e-10,1.81472e-10,4.11345e-12,5.89536e-06,1.38627e-06,4.20058e-12,0.68296
0.0535352,1202.38,1135.41,0.0873713,6.76941e+07,0.00326622,5.11025e-06,0.00191226,2.34334e-05,1.49482e-08,2.38938e-12,8.85391e-05,6.24474e-08,0.0763778,0.0352374,0.025946,1.97868e-06,4.59512e-06,2.66131e-05,5.9643e-06,0.173055,7.33621e-12,1.04774e-07,2.29434e-05,9.16999e-08,0.000367385,4.67361e-07,0.000119933,6.74715e-09,1.18503e-08,1.95773e-08,1.9765e-08,3.8131e-10,1.7915e-10,2.90608e-05,2.78383e-11,2.46899e-12,4.35916e-05,5.72204e-07,3.8568e-06,1.35053e-07,2.85322e-10,4.87669e-09,7.32496e-07,6.67898e-08,4.14765e-07,3.01421e-10,1.85201e-10,6.50981e-07,2.87771e-05,3.68339e-13,1.46309e-08,6.70467e-10,2.26776e-05,1.66308e-09,2.99275e-10,2.0266e-10,3.96656e-12,5.30866e-06,1.1796e-06,4.05806e-12,0.683401
0.0535547,1207.53,1135.98,0.0876702,8.12848e+07,0.00316856,6.48257e-06,0.00171393,2.45877e-05,2.04804e-08,3.92218e-12,8.14769e-05,7.35235e-08,0.0783828,0.0338338,0.0245277,2.50236e-06,5.92081e-06,2.64759e-05,5.3319e-06,0.173796,9.29791e-12,1.2747e-07,2.17927e-05,1.07955e-07,0.000325085,4.86702e-07,0.000104156,8.91131e-09,1.26809e-08,1.92705e-08,2.09728e-08,4.82419e-10,2.47567e-10,2.62466e-05,4.6158e-11,3.52435e-12,4.40353e-05,6.12675e-07,3.48584e-06,1.31083e-07,3.54707e-10,5.573e-09,6.33258e-07,5.89096e-08,3.9772e-07,3.01918e-10,1.9776e-10,5.84316e-07,2.56236e-05,3.41766e-13,1.53487e-08,6.57646e-10,2.20022e-05,1.80954e-09,3.8706e-10,2.31763e-10,3.7715e-12,4.74272e-06,9.8174e-07,3.94363e-12,0.683843
0.0535742,1212.94,1136.54,0.0879842,9.96315e+07,0.00306976,8.42078e-06,0.00151787,2.56557e-05,2.86735e-08,6.69922e-12,7.46073e-05,8.79464e-08,0.0804537,0.032385,0.0230884,3.23262e-06,7.831e-06,2.61696e-05,4.66519e-06,0.174534,1.20059e-11,1.56489e-07,2.05915e-05,1.28387e-07,0.000282874,5.06261e-07,8.83071e-05,1.20707e-08,1.36643e-08,1.89303e-08,2.20411e-08,6.16576e-10,3.49797e-10,2.33784e-05,7.96023e-11,5.15501e-12,4.43642e-05,6.56082e-07,3.10563e-06,1.25403e-07,4.46823e-10,6.29514e-09,5.39039e-07,5.12901e-08,3.77217e-07,3.01786e-10,2.12485e-10,5.1689e-07,2.26593e-05,3.1549e-13,1.60771e-08,6.40837e-10,2.13876e-05,1.98717e-09,5.15788e-10,2.71333e-10,3.51037e-12,4.19977e-06,7.94491e-07,3.84272e-12,0.684285
0.053584,1215.73,1136.82,0.0881457,1.1133e+08,0.00301986,9.69377e-06,0.0014212,2.61017e-05,3.41832e-08,8.89301e-12,7.12428e-05,9.68077e-08,0.0815137,0.0316429,0.0223621,3.70687e-06,9.10582e-06,2.59276e-05,4.3221e-06,0.174901,1.37374e-11,1.73696e-07,1.99676e-05,1.40466e-07,0.000261925,5.15618e-07,8.04438e-05,1.41875e-08,1.42254e-08,1.87407e-08,2.24615e-08,6.98807e-10,4.19009e-10,2.19296e-05,1.06126e-10,6.28852e-12,4.44411e-05,6.77754e-07,2.91084e-06,1.21724e-07,5.03414e-10,6.63452e-09,4.94e-07,4.75974e-08,3.65267e-07,3.01278e-10,2.207e-10,4.82853e-07,2.12519e-05,3.02242e-13,1.64135e-08,6.30223e-10,2.10823e-05,2.09015e-09,6.02331e-10,2.96456e-10,3.34908e-12,3.93759e-06,7.05622e-07,3.79805e-12,0.684507
0.0535938,1218.57,1137.1,0.0883098,1.24618e+08,0.00296966,1.1207e-05,0.00132578,2.64592e-05,4.0809e-08,1.18536e-11,6.79278e-05,1.06784e-07,0.082589,0.0308898,0.0216327,4.26647e-06,1.064e-05,2.56154e-05,3.9751e-06,0.175266,1.57471e-11,1.9254e-07,1.93269e-05,1.53637e-07,0.000241165,5.23349e-07,7.26746e-05,1.67369e-08,1.48342e-08,1.8535e-08,2.27736e-08,7.91833e-10,5.02694e-10,2.04763e-05,1.4197e-10,7.68645e-12,4.4439e-05,6.98135e-07,2.71287e-06,1.17411e-07,5.6677e-10,6.93739e-09,4.50487e-07,4.39963e-08,3.52041e-07,3.00273e-10,2.28991e-10,4.48644e-07,1.98977e-05,2.88842e-13,1.66913e-08,6.16707e-10,2.07677e-05,2.19854e-09,7.06796e-10,3.25366e-10,3.16597e-12,3.68228e-06,6.20448e-07,3.74815e-12,0.684728
0.0536035,1221.44,1137.38,0.0884758,1.39755e+08,0.00291915,1.30036e-05,0.00123189,2.66973e-05,4.87131e-08,1.58655e-11,6.46594e-05,1.17886e-07,0.0836785,0.0301258,0.0209012,4.92539e-06,1.24866e-05,2.52235e-05,3.62727e-06,0.175627,1.80582e-11,2.12737e-07,1.86677e-05,1.67692e-07,0.000220671,5.28309e-07,6.50532e-05,1.97988e-08,1.54944e-08,1.83095e-08,2.29442e-08,8.95872e-10,6.03117e-10,1.90232e-05,1.90591e-10,9.40343e-12,4.43341e-05,7.15895e-07,2.51171e-06,1.12406e-07,6.36191e-10,7.18071e-09,4.08577e-07,4.04935e-08,3.3741e-07,2.98622e-10,2.36912e-10,4.14304e-07,1.85973e-05,2.75193e-13,1.68708e-08,5.99177e-10,2.04303e-05,2.3085e-09,8.32597e-10,3.58338e-10,2.96097e-12,3.43423e-06,5.3942e-07,3.68698e-12,0.684949
0.0536133,1224.34,1137.66,0.0886428,1.56825e+08,0.00286834,1.51309e-05,0.00113983,2.67866e-05,5.80296e-08,2.12256e-11,6.14312e-05,1.30164e-07,0.0847813,0.0293514,0.0201689,5.69893e-06,1.47039e-05,2.47455e-05,3.28231e-06,0.175985,2.06916e-11,2.33911e-07,1.79879e-05,1.82426e-07,0.000200535,5.29853e-07,5.76399e-05,2.34493e-08,1.62114e-08,1.80594e-08,2.29411e-08,1.01046e-09,7.22226e-10,1.75757e-05,2.55487e-10,1.14882e-11,4.40996e-05,7.29819e-07,2.30759e-06,1.06672e-07,7.10695e-10,7.34355e-09,3.68329e-07,3.70928e-08,3.21267e-07,2.96233e-10,2.44164e-10,3.79896e-07,1.73506e-05,2.61202e-13,1.69205e-08,5.77163e-10,2.00545e-05,2.41854e-09,9.82745e-10,3.95684e-10,2.73478e-12,3.19385e-06,4.63029e-07,3.6135e-12,0.685169
0.053623,1227.25,1137.94,0.0888101,1.75856e+08,0.00281723,1.76397e-05,0.00104993,2.66981e-05,6.884e-08,2.8369e-11,5.82342e-05,1.4351e-07,0.0858962,0.0285671,0.019437,6.60297e-06,1.73587e-05,2.41769e-05,2.94454e-06,0.176337,2.36442e-11,2.55405e-07,1.72853e-05,1.97367e-07,0.000180862,5.26779e-07,5.05007e-05,2.77642e-08,1.69888e-08,1.77793e-08,2.27318e-08,1.13405e-09,8.61392e-10,1.61404e-05,3.41757e-10,1.39916e-11,4.37062e-05,7.38469e-07,2.10113e-06,1.00202e-07,7.87681e-10,7.40417e-09,3.29799e-07,3.3796e-08,3.03542e-07,2.92998e-10,2.50108e-10,3.45524e-07,1.61564e-05,2.4678e-13,1.68002e-08,5.49706e-10,1.96218e-05,2.52238e-09,1.1603e-09,4.37322e-10,2.49038e-12,2.96148e-06,3.91804e-07,3.52085e-12,0.685389
0.0536328,1230.17,1138.23,0.0889765,1.96757e+08,0.00276582,2.05823e-05,0.000962529,2.6408e-05,8.11598e-08,3.76981e-11,5.50564e-05,1.57844e-07,0.0870215,0.0277734,0.0187071,7.65352e-06,2.05213e-05,2.35169e-05,2.61862e-06,0.176684,2.69058e-11,2.76445e-07,1.65575e-05,2.12029e-07,0.000161767,5.18518e-07,4.37045e-05,3.28029e-08,1.78307e-08,1.74629e-08,2.22893e-08,1.26401e-09,1.0212e-09,1.47248e-05,4.53904e-10,1.69499e-11,4.31234e-05,7.40615e-07,1.89341e-06,9.30231e-08,8.64195e-10,7.34691e-09,2.93037e-07,3.06031e-08,2.84222e-07,2.88873e-10,2.54292e-10,3.11337e-07,1.50123e-05,2.31854e-13,1.64817e-08,5.16649e-10,1.91131e-05,2.61685e-09,1.36715e-09,4.83098e-10,2.2315e-12,2.73747e-06,3.26271e-07,3.40838e-12,0.685607
