x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_H,X_H2,X_O,X_O2,X_OH,X_OH*,X_H2O,X_N2,X_HO2,X_H2O2,X_AR,X_CO,X_CO2,X_CH2O,X_HCO,X_HO2CHO,X_HCOH,X_O2CHO,X_HOCHO,X_OCHO,X_HOCH2O2H,X_HOCH2O2,X_OCH2O2H,X_HOCH2O,X_CH3OH,X_CH2OH,X_CH3O,X_CH3O2H,X_CH3O2,X_CH4,X_CH3,X_CH2,X_CH2(S),X_C,X_CH,X_CH*,X_C2H6,X_C2H5,X_C2H4,X_C2H3,X_C2H2,X_C2H,X_CH3CHO,X_C2H3OH,X_C2H2OH,X_CH3CO,X_CH2CHO,X_O2CH2CHO,X_HO2CH2CO,X_CH2CO,X_HCCO,X_HCCOH,X_CH3CO3H,X_CH3CO3,X_CH3CO2,X_C2H5OH,X_C2H5O,X_PC2H4OH,X_SC2H4OH,X_O2C2H4OH,X_C2H5O2H,X_C2H5O2,X_C2H4O2H,X_C2H4O1-2,X_C2H3O1-2,X_CH3COCH3,X_CH3COCH2,X_CH3COCH2O2,X_C3KET21,X_C2H3CHO,X_C2H3CO,X_C2H5CHO,X_C2H5CO,X_CH3OCH3,X_CH3OCH2,X_CH3OCH2O2,X_CH2OCH2O2H,X_CH3OCH2O2H,X_CH3OCH2O,X_O2CH2OCH2O2H,X_HO2CH2OCHO,X_OCH2OCHO,X_HOCH2OCO,X_CH3OCHO,X_CH3OCO,X_CH2OCHO,X_HE,X_C3H8,X_IC3H7,X_NC3H7,X_C3H6,X_C3H5-A,X_C3H5-S,X_C3H5-T,X_C3H4-P,X_C3H4-A,X_C3H3,X_C3H5O,X_C3H6OOH1-2,X_C3H6OOH1-3,X_C3H6OOH2-1,X_C3H6OOH1-2O2,X_C3H6OOH1-3O2,X_C3H6OOH2-1O2,X_C3H6OOH2-2,X_NC3H7O2H,X_IC3H7O2H,X_NC3H7O2,X_IC3H7O2,X_NC3H7O,X_IC3H7O,X_C3H6O1-2,X_C3H6O1-3,X_C3KET12,X_C3KET13,X_C3H51-2__3OOH,X_C3H52-1__3OOH,X_C3H6OH,X_HOC3H6O2,X_CH3CHCO,X_AC3H5OOH,X_C2H3OOH,X_CC3H4,X_H2CC,X_C4H10,X_C4H8-1,X_C4H8-2,X_PC4H9,X_SC4H9,X_C4H71-1,X_C4H71-2,X_C4H71-3,X_C4H71-4,X_C4H6,X_PC4H9O2H,X_SC4H9O2H,X_PC4H9O2,X_SC4H9O2,X_PC4H9O,X_SC4H9O,X_C4H7O,X_C4H8O1-2,X_C4H8O1-3,X_C4H8O1-4,X_C4H8O2-3,X_PC4H8OH,X_SC4H8OH,X_C4H8OH-1O2,X_C4H8OH-2O2,X_C4H8OOH1-2,X_C4H8OOH1-3,X_C4H8OOH1-4,X_C4H8OOH2-1,X_C4H8OOH2-3,X_C4H8OOH2-4,X_C4H8OOH1-2O2,X_C4H8OOH1-3O2,X_C4H8OOH1-4O2,X_C4H8OOH2-1O2,X_C4H8OOH2-3O2,X_C4H8OOH2-4O2,X_NC4KET12,X_NC4KET13,X_NC4KET14,X_NC4KET21,X_NC4KET23,X_NC4KET24,X_C2H5COCH3,X_C2H5COCH2,X_CH2CH2COCH3,X_CH3CHCOCH3,X_C2H3COCH3,X_CH3CHOOCOCH3,X_CH2CHOOHCOCH3,X_NC3H7CHO,X_NC3H7CO,X_C3H6CHO-1,X_C3H6CHO-2,X_C3H6CHO-3,X_C2H5CHCO,X_SC3H5CHO,X_SC3H5CO,X_CH2CH2CHO,X_IC4H10,X_IC4H9,X_TC4H9,X_IC4H8,X_IC4H7,X_TC4H9O2,X_IC4H9O2,X_TC4H8O2H-I,X_IC4H8O2H-I,X_IC4H8O2H-T,X_IC4H8O,X_CC4H8O,X_IC4H9O,X_TC4H9O,X_IC4H9O2H,X_TC4H9O2H,X_IC4H7O,X_IC4H8OH,X_IO2C4H8OH,X_IC3H7CHO,X_TC3H6CHO,X_IC3H7CO,X_IC3H6CHO,X_TC4H8OOH-IO2,X_IC4H8OOH-IO2,X_IC4H8OOH-TO2,X_IC4KETII,X_IC4KETIT,X_IC4H7OH,X_IC4H6OH,X_IC3H5CHO,X_IC3H5CO,X_TC3H6OCHO,X_IC3H6CO,X_IC4H7OOH,X_TC3H6OHCHO,X_TC3H6OH,X_IC3H5OH,X_TC3H6O2CHO,X_TC3H6O2HCO,X_IC3H5O2HCHO,X_CH2CCH2OH,X_TC4H8CHO,X_O2C4H8CHO,X_O2HC4H8CO,X_C3H5OH,X_TIC4H7Q2-I,X_IIC4H7Q2-T,X_IIC4H7Q2-I,X_CH2O2H,X_C4H4,X_C4H3-I,X_C4H3-N,X_C4H612,X_C4H2,X_C4H5-I,X_C4H5-N,X_CH3CHCHCO,X_CH2CHCHCHO,X_C4H6O25,X_C2H3CHOCH2,X_C4H5-2,X_C4H6-2,X_C4H6O23,X_CH3CHCHCHO,X_C4H4O,X_H2C4O,X_NC5H12,X_C5H11-1,X_C5H11-2,X_C5H11-3,X_C5H10-1,X_C5H10-2,X_C5H81-3,X_C5H91-3,X_C5H91-4,X_C5H91-5,X_C5H92-4,X_C5H92-5,X_C5H9O1-3,X_C5H9O2-4,X_C5H11O2H-1,X_C5H11O2H-2,X_C5H11O2H-3,X_C5H11O2-1,X_C5H11O2-2,X_C5H11O2-3,X_C5H11O-1,X_C5H11O-2,X_C5H11O-3,X_C5H10OOH1-2,X_C5H10OOH1-3,X_C5H10OOH1-4,X_C5H10OOH1-5,X_C5H10OOH2-1,X_C5H10OOH2-3,X_C5H10OOH2-4,X_C5H10OOH2-5,X_C5H10OOH3-2,X_C5H10OOH3-1,X_C5H10O1-2,X_C5H10O1-3,X_C5H10O1-4,X_C5H10O1-5,X_C5H10O2-3,X_C5H10O2-4,X_C5H10OOH1-2O2,X_C5H10OOH1-3O2,X_C5H10OOH1-4O2,X_C5H10OOH1-5O2,X_C5H10OOH2-1O2,X_C5H10OOH2-3O2,X_C5H10OOH2-4O2,X_C5H10OOH2-5O2,X_C5H10OOH3-1O2,X_C5H10OOH3-2O2,X_NC5KET12,X_NC5KET13,X_NC5KET14,X_NC5KET15,X_NC5KET21,X_NC5KET23,X_NC5KET24,X_NC5KET25,X_NC5KET31,X_NC5KET32,X_C5H10OH-1,X_C5H10OH-2,X_O2C5H10OH-1,X_O2C5H10OH-2,X_DEC,X_CJCOC*OOCC,X_CCJOC*OOCC,X_CCOC*OOCJ,X_CCOC*OOH,X_CJCOC*OOH,X_CCJOC*OOH,X_CJOC*OOH,X_CCOC*OOJ,X_CCOCJ*O,X_HOC*OOH,X_C*COC*OOCC,X_C*COC*OOCCJ,X_C*COC*OOCJC,X_C*COC*OOH,X_C*COCJ*O,X_HOOCH2CHO,X_OJCH2CHO,X_HCOHCO,X_CCOC*OOCCOOH-2,X_CCOC*OOCCOOH-1,X_CCOC*OOCCOO-2,X_CCOC*OOCCOO-1,X_CCOC*OOCJCOOH-2,X_CCOC*OOCCJOOH-1,X_CCJOC*OOCCOOH-2,X_CCJOC*OOCCOOH-1,X_CJCOC*OOCCOOH-1,X_DEC-OOH-12-O2,X_DEC-OOH-21-O2,X_DEC-OOH-23-O2,X_DEC-OOH-13-O2,X_DEC-OOH-14-O2,X_DEC-KET-12,X_DEC-KET-21,X_DEC-KET-23,X_DEC-KET-13,X_DEC-KET-14,X_CCOC*OOCCO-2,X_CCOC*OOCCO-1,X_CCOC*OO-COC,X_C2H2O2,X_CCOC*OOC,X_CJCOC*OOC,X_CCJOC*OOC,X_COC*OOH,X_COC*OOJ,X_CH2C(OH)2,X_CC*OOH,X_CJC*OOH,X_CH3OC2H5,X_C2H5OCH2,X_CH3OC2H4S,X_CH3OC2H4P,X_COC*OOC,X_COC*OOCJ,X_COC*OOCH
0,373,387.15,0.0273,1.00438,2.90894e-17,3.32786e-08,0,0.0675,1.4239e-22,7.75201e-21,1.20598e-11,0.9175,1.1137e-13,6.44105e-13,0,3.3804e-13,1.44256e-11,1.27621e-13,0,6.74918e-22,1.69216e-17,0,0,6.97727e-35,1.60457e-16,5.28847e-22,1.91694e-32,4.10092e-31,1.58995e-11,1.45901e-30,6.80576e-22,7.25841e-16,2.5907e-15,1.91148e-12,7.15696e-16,0,1.44697e-25,4.30732e-16,0,0,6.0129e-16,9.93031e-19,1.30377e-10,0,1.27402e-17,0,1.1866e-14,5.31754e-18,5.67438e-19,0,1.05748e-22,0,0,8.71695e-18,1.04012e-36,8.32224e-25,2.22329e-17,0,7.46099e-36,1.89168e-20,0,1.84718e-17,0,1.65294e-18,0,3.83311e-19,8.60214e-27,2.45416e-16,2.10837e-37,0,0,0,5.45873e-23,0,2.25422e-18,0,0,7.69259e-19,0,0,0,0,0,0,0,0,0,1.52249e-16,4.50008e-23,8.58263e-17,0,2.68789e-19,1.33508e-20,0,1.88697e-16,0,0,0,2.24941e-21,0,0,0,0,5.56478e-17,3.52983e-20,0,5.95688e-18,3.81958e-21,0,3.98744e-20,0,0,1.42924e-21,0,0,2.00317e-20,0,6.54465e-20,2.08165e-19,5.23475e-29,8.12869e-25,5.40606e-19,5.39304e-20,4.49861e-21,1.06129e-19,0,1.25065e-28,0,1.90842e-19,0,2.71881e-21,2.72651e-17,0,8.76661e-29,1.12123e-27,0,2.90117e-23,7.11841e-20,0,0,2.68361e-18,0,0,0,0,0,0,0,6.62143e-24,0,1.2651e-17,6.44299e-33,7.19139e-20,0,7.35914e-27,2.48778e-19,0,0,4.3643e-22,0,2.30963e-20,2.33729e-20,0,0,3.32541e-23,2.36283e-20,1.0916e-18,1.64221e-22,3.12861e-24,2.79738e-26,6.40509e-24,0,9.38643e-18,0,0,6.63695e-26,0,0,7.72137e-24,0,3.42558e-19,3.0301e-34,0,9.76402e-26,3.47422e-19,0,4.24172e-26,1.42391e-23,0,0,0,0,0,0,0,7.87489e-25,2.72351e-27,0,1.02214e-23,0,0,3.45493e-26,2.76986e-28,0,0,0,0,7.99973e-32,1.05954e-40,0,0,5.83915e-26,1.18329e-20,0,0,6.46323e-26,1.80245e-25,0,0,7.05014e-49,7.31806e-27,0,3.83192e-33,0,0,7.81876e-33,1.41334e-48,3.49525e-40,6.54524e-37,1.58671e-19,1.40664e-22,8.59125e-27,2.01169e-30,3.19661e-31,1.15886e-34,3.47866e-31,0,2.90862e-24,5.87875e-44,1.6132e-28,2.08813e-25,4.2468e-26,0,0,0,6.96379e-29,1.17396e-22,5.72839e-20,0,4.96472e-26,0,3.23406e-21,0,0,1.07267e-23,0,0,0,7.68252e-18,3.43329e-20,1.84476e-24,0,1.22335e-16,0,2.30057e-24,8.16233e-22,0,5.30396e-36,6.39661e-18,8.9892e-20,1.36812e-21,2.73891e-25,0,0,0,0,0,3.46034e-28,0,9.97414e-24,0,0,0,0,0,0,0,6.06834e-24,1.59528e-21,8.46602e-21,2.16564e-24,3.64931e-23,6.19953e-22,4.66706e-29,3.75993e-27,6.48286e-25,0,0,0,0,0,0,0,8.11015e-26,6.34376e-18,1.76418e-18,3.73014e-25,0,1.63444e-29,0,0,0,0,0,2.14043e-31,8.27383e-31,1.47962e-32,3.57635e-21,0,4.83512e-26,1.55559e-19,1.26578e-25,0,0,0,0,3.13568e-35,1.53204e-16,0,3.02782e-31,0,3.60302e-27,0,0,0,2.08272e-22,0,1.44404e-22,0,3.61382e-27,9.59334e-19,3.76105e-27,0,4.32193e-30,1.16168e-36,2.87227e-28,7.32501e-20,0,1.43715e-28,3.59056e-28,0,0,1.60742e-20,0,0,0,1.69295e-26,0,1.33538e-31,0.015,3.39879e-19,3.17821e-17,1.55353e-15,1.61067e-24,0,1.61923e-20,1.53889e-20,1.0605e-18,0,0,0,0,3.49451e-31,0
0.005,388.284,389.08,0.0284186,9.25347e-08,5.27588e-22,7.27626e-08,7.14187e-21,0.0675,5.55821e-22,1.25825e-28,5.90852e-11,0.9175,6.07053e-13,3.52643e-12,0,1.84532e-12,9.76898e-11,8.57246e-13,0,5.50083e-21,1.52396e-24,0,7.18417e-17,5.06632e-34,1.60457e-16,4.18467e-21,1.48141e-31,3.58093e-30,1.08585e-10,9.87164e-30,4.60791e-21,3.7913e-15,1.90094e-14,9.70196e-12,6.93953e-21,0,3.63523e-33,3.08041e-23,0,0,4.27685e-15,1.4301e-24,7.58952e-10,0,8.37767e-17,0,9.17354e-14,4.52441e-17,5.67321e-19,0,0,0,0,6.68291e-17,4.87259e-36,6.37495e-24,2.22324e-17,0,6.04921e-35,1.58658e-19,0,1.13065e-25,0,2.05941e-17,4.05155e-20,3.49095e-18,7.83428e-26,1.84727e-15,1.5818e-36,0,0,0,5.96358e-22,0,2.25423e-18,0,0,6.0356e-18,0,0,0,0,0,0,0,0,0,1.48523e-16,3.65632e-22,8.5825e-17,0,1.65719e-18,5.36377e-27,0,1.90068e-15,0,0,0,5.29705e-21,0,0,0,0,3.67547e-23,2.3305e-26,0,6.11042e-17,3.91803e-20,0,3.98469e-20,0,0,1.52905e-20,0,0,1.2922e-19,5.56813e-18,6.83845e-20,9.66265e-19,6.89463e-28,1.07062e-23,3.22926e-24,5.68915e-19,3.51845e-20,1.09119e-19,0,3.53586e-28,0,7.98538e-19,0,2.94193e-20,1.7934e-23,0,8.84511e-29,1.13276e-27,0,2.9605e-23,7.11808e-19,0,0,3.06605e-17,0,0,0,0,0,0,0,4.58619e-23,1.66987e-36,1.86429e-23,7.77383e-32,8.67682e-19,0,8.79518e-26,1.64513e-25,0,0,2.8266e-28,0,2.72459e-19,2.75722e-19,0,0,3.92287e-22,2.36281e-20,1.09281e-18,2.13581e-21,3.12844e-24,2.79823e-26,8.33028e-23,0,9.38642e-18,0,0,1.23987e-25,0,0,1.52485e-23,0,3.24244e-19,2.92653e-33,0,2.78182e-25,3.47414e-19,0,4.1061e-25,2.58257e-23,0,0,0,5.86575e-25,0,0,0,1.00268e-30,3.2269e-26,0,1.8755e-23,0,0,3.49148e-26,2.78449e-28,0,0,0,1.54943e-25,3.57589e-37,1.1871e-39,0,0,8.37541e-25,1.69726e-19,0,0,6.78435e-26,1.72614e-25,0,0,8.11006e-48,9.21484e-27,0,9.7062e-33,0,5.47639e-28,9.15927e-32,1.75737e-47,4.0945e-39,6.73277e-36,2.31014e-25,1.97821e-21,1.20822e-25,6.86102e-30,4.58508e-30,1.66221e-33,4.98963e-30,1.29383e-52,1.2252e-23,5.82924e-43,1.60109e-28,7.58459e-25,5.39099e-25,0,0,0,5.78283e-29,1.91852e-22,5.73901e-20,0,3.17538e-25,0,3.34853e-21,1.15382e-23,1.58847e-28,1.48881e-23,0,0,0,7.68765e-18,3.50849e-20,5.62643e-24,0,1.22333e-16,0,2.49951e-24,8.16238e-22,0,6.69136e-35,6.39661e-18,8.9892e-20,1.36379e-21,3.53133e-24,0,0,0,0,0,1.85911e-34,1.33921e-32,3.08697e-30,0,0,0,0,0,0,0,7.68382e-24,1.87689e-21,9.13531e-21,4.14928e-24,3.86178e-23,7.03426e-22,6.17737e-28,4.97454e-26,8.57711e-24,0,0,0,0,0,0,0,8.11385e-26,6.34376e-18,1.76418e-18,3.72418e-25,0,0,0,0,0,0,1.73933e-35,3.11765e-37,1.16575e-29,2.08473e-31,3.68177e-21,0,1.04924e-32,1.97242e-18,1.32129e-25,0,0,0,0,3.81165e-34,1.53205e-16,0,2.87905e-31,0,3.60311e-27,0,0,0,3.9738e-23,0,1.40009e-22,0,5.02653e-26,1.97529e-25,2.4055e-33,0,3.597e-34,1.6158e-35,4.05286e-27,1.03358e-18,0,2.02787e-27,3.85184e-28,0,0,1.60446e-20,0,0,0,1.73479e-26,0,1.76663e-31,0.015,4.21534e-18,4.15601e-16,1.75043e-14,1.79612e-23,0,7.40392e-20,1.56929e-20,1.04975e-17,0,0,0,1.34707e-25,3.98035e-30,0
0.01,390.067,390.15,0.0285491,-6.95978e-11,0,1.59324e-07,3.76306e-25,0.0675,0,2.06907e-36,2.88922e-10,0.9175,2.97094e-12,1.95244e-11,0,1.0084e-11,6.61584e-10,5.75057e-12,0,4.48579e-20,1.38544e-31,0,1.46132e-15,5.02291e-33,1.60458e-16,3.23906e-20,2.10495e-30,3.20908e-30,7.40632e-10,3.50693e-28,0,2.63201e-14,1.33659e-13,4.92818e-11,8.14574e-23,1.41605e-36,0,2.22212e-30,0,0,3.06698e-14,0,4.41845e-09,0,5.18081e-16,0,7.08203e-13,3.89538e-16,5.67059e-19,0,4.21327e-24,1.09515e-20,6.24782e-28,7.47788e-16,1.65083e-36,4.88158e-23,2.22449e-17,0,8.02307e-35,1.37324e-18,0,3.12536e-29,0,2.03049e-17,4.38214e-19,2.10529e-17,4.38729e-25,1.42157e-14,7.94242e-37,0,0,0,3.97229e-21,9.95128e-19,2.25429e-18,0,0,4.71139e-17,0,0,0,0,0,0,0,0,0,1.44408e-16,3.63428e-22,8.58212e-17,0,1.38434e-17,0,0,1.48269e-14,1.88071e-19,0,0,2.90796e-20,4.20981e-20,0,0,0,0,3.30956e-31,1.51731e-21,6.02741e-17,3.91333e-20,0,3.98598e-20,0,0,1.71792e-20,0,0,1.21596e-18,7.64004e-17,1.00464e-19,2.03209e-18,7.56074e-28,1.13941e-23,3.06103e-29,5.38335e-19,2.90933e-19,1.31437e-19,0,2.24956e-27,5.83195e-42,6.99258e-18,0,2.70862e-19,3.8917e-28,0,9.56439e-29,1.23835e-27,0,3.50398e-23,6.56304e-18,0,0,3.10581e-17,0,0,0,1.26389e-36,0,0,0,4.8176e-22,8.58187e-38,2.77672e-29,7.95306e-33,5.13901e-20,0,1.01252e-25,4.55821e-27,0,0,0,0,5.56593e-19,2.81211e-19,0,0,3.22494e-22,2.36278e-20,1.09558e-18,4.38962e-21,3.12828e-24,2.80932e-26,1.53485e-22,0,9.38639e-18,0,0,7.84697e-25,0,0,9.51773e-23,7.50638e-37,3.04694e-19,2.98707e-33,5.60479e-29,2.16089e-24,3.47382e-19,0,9.71728e-25,1.43139e-22,0,0,1.72754e-21,5.93041e-24,0,0,0,0,4.0612e-28,0,1.09207e-22,0,0,4.14431e-26,2.96433e-28,0,4.40188e-40,0,2.71845e-24,3.28302e-38,0,0,0,8.31658e-25,1.71678e-19,0,0,1.04808e-25,8.50837e-26,0,7.09197e-26,4.12941e-48,3.03982e-26,0,7.72463e-32,0,6.97722e-27,1.05423e-31,2.30508e-47,1.8574e-38,0,3.40174e-31,2.24481e-23,1.38204e-27,5.68019e-29,5.44254e-30,1.77311e-33,5.57532e-30,1.81607e-52,1.05563e-22,2.62973e-43,1.48002e-28,6.28168e-24,5.01827e-24,0,0,0,4.92156e-29,9.69346e-22,5.84991e-20,1.07945e-42,3.00949e-24,0,4.54388e-21,2.55401e-22,7.19818e-27,6.29627e-23,1.20036e-34,0,0,7.73673e-18,4.35356e-20,4.59686e-23,7.61286e-24,1.22328e-16,0,4.73199e-24,8.1631e-22,0,0,6.39661e-18,8.98918e-20,1.34502e-21,9.15937e-24,0,0,0,5.47475e-31,0,1.50267e-34,4.99111e-32,5.06563e-32,0,0,0,0,0,0,0,2.80581e-23,7.76687e-21,1.75516e-20,2.91735e-23,6.54144e-23,1.75618e-21,1.78637e-27,2.01615e-25,8.61609e-24,0,0,0,0,0,0,0,8.16644e-26,6.34376e-18,1.76418e-18,3.7174e-25,6.26271e-29,0,0,0,0,0,7.40693e-37,1.01876e-42,1.0802e-29,1.8618e-31,5.1162e-21,0,6.56778e-34,1.90382e-18,2.01301e-25,0,7.88836e-31,0,0,4.52095e-34,1.53206e-16,0,1.16405e-32,0,3.60407e-27,0,0,0,0,0,1.22193e-22,0,4.87211e-26,1.05263e-27,1.2633e-36,0,3.90546e-34,1.73825e-35,4.05579e-27,1.03358e-18,0,4.03198e-27,4.1323e-28,0,0,1.59816e-20,0,0,0,2.30863e-26,0,6.37785e-31,0.015,0,6.95714e-16,1.94895e-13,0,9.67819e-26,6.64377e-19,1.87875e-20,1.03773e-16,2.63887e-35,1.86187e-36,0,1.98371e-24,1.70667e-29,0
0.015,391.254,391.23,0.028636,3.121e-08,0,3.48509e-07,0,0.0675,0,2.34193e-45,1.40976e-09,0.9175,1.43057e-11,1.07935e-10,0,5.50248e-11,4.47168e-09,3.84958e-11,2.58417e-28,3.65074e-19,1.26769e-38,6.14497e-16,1.22466e-14,4.63243e-32,1.60465e-16,2.49504e-19,4.66255e-29,1.11793e-30,5.04067e-09,1.24881e-26,0,1.91484e-13,9.65526e-13,2.49899e-10,2.92478e-22,2.43517e-39,7.65329e-44,1.61353e-37,0,0,2.19752e-13,0,2.56745e-08,0,3.16721e-15,0,5.45688e-12,3.35137e-15,5.66408e-19,1.04522e-27,4.29095e-24,2.61916e-20,1.57893e-27,5.95063e-15,0,3.73022e-22,2.24279e-17,0,9.81007e-35,1.19048e-17,0,3.52786e-29,1.87035e-35,1.99815e-17,4.06108e-18,1.80439e-16,1.23565e-23,1.09492e-13,1.137e-35,3.33065e-20,0,0,3.18532e-20,2.21342e-17,2.25479e-18,0,0,3.66778e-16,0,0,0,0,0,0,0,0,0,1.43124e-16,9.85664e-22,8.58056e-17,0,1.20554e-16,0,0,1.12198e-13,2.11317e-18,0,3.46315e-35,2.14021e-19,4.73601e-19,0,0,0,0,4.78309e-31,2.70489e-20,5.93022e-17,3.94763e-20,0,4.08679e-20,0,0,2.24661e-20,0,0,1.20063e-17,7.79701e-16,4.49885e-19,5.62359e-18,8.17699e-28,1.17728e-23,1.18468e-29,5.05588e-19,2.41739e-18,3.57666e-19,0,1.79604e-26,4.32202e-41,6.99585e-17,1.42516e-17,2.44902e-18,4.37524e-28,0,1.61387e-28,2.20335e-27,2.29273e-29,8.4709e-23,5.988e-17,0,0,3.14328e-17,0,0,0,2.39165e-34,0,2.10245e-19,0,5.31211e-21,0,2.61124e-33,0,2.7843e-21,0,1.11517e-25,5.04945e-27,0,0,0,0,8.90147e-19,2.87823e-19,0,1.7163e-26,2.60401e-22,2.36274e-20,1.10162e-18,7.06956e-21,3.12861e-24,2.95303e-26,2.20309e-22,0,9.38624e-18,0,0,8.34271e-24,0,0,9.41944e-22,3.86689e-36,2.83495e-19,7.09216e-33,7.1208e-28,2.17469e-23,3.47332e-19,0,2.65089e-24,1.32813e-21,0,0,5.56003e-20,5.39492e-23,0,0,0,0,8.45259e-30,0,1.06565e-21,0,0,1.29882e-25,5.13732e-28,0,0,0,3.13896e-23,9.20334e-38,0,0,0,8.59531e-25,1.71699e-19,2.64043e-24,0,5.31021e-25,0,0,4.08319e-25,8.71691e-47,2.66406e-25,0,8.51922e-31,0,7.30426e-26,2.66917e-31,6.36269e-47,8.07754e-38,0,9.04889e-36,2.40771e-25,1.49014e-29,5.69875e-28,5.98598e-30,1.8703e-33,6.08173e-30,2.30327e-52,1.03524e-21,0,2.82611e-29,6.16517e-23,4.53215e-23,1.87413e-34,0,0,3.9449e-29,9.06903e-21,7.00523e-20,1.82275e-41,2.99962e-23,0,1.69967e-20,2.78571e-21,7.99305e-26,6.17007e-22,2.55229e-34,0,0,8.24815e-18,1.38232e-19,4.75304e-22,1.00708e-22,1.22304e-16,4.31378e-28,2.96861e-23,8.17204e-22,0,0,6.3966e-18,8.98912e-20,1.26877e-21,1.69462e-23,0,0,0,1.05242e-30,0,2.49346e-34,1.00327e-31,1.00546e-31,0,0,0,0,0,0,0,2.84383e-22,8.18678e-20,1.23435e-19,3.44007e-22,4.02538e-22,1.50007e-20,1.20882e-26,5.28341e-25,8.79888e-24,0,0,0,0,0,0,0,8.91389e-26,6.34375e-18,1.76418e-18,3.70948e-25,1.63723e-27,5.44102e-28,0,0,0,0,0,0,8.38183e-30,1.61458e-31,2.45855e-20,0,7.24106e-34,5.06279e-18,1.06106e-24,0,1.54598e-29,0,0,1.39158e-33,1.53221e-16,0,0,0,3.61536e-27,0,0,0,0,0,5.85061e-23,0,4.75432e-26,1.19783e-27,5.75842e-36,0,4.12633e-34,1.8172e-35,4.07085e-27,1.03356e-18,0,6.11809e-27,4.47823e-28,0,0,1.58687e-20,0,0,0,1.01785e-25,0,5.57372e-30,0.015,0,2.72943e-15,2.1674e-12,0,5.20098e-24,6.67464e-18,5.02126e-20,1.02353e-15,1.26442e-33,9.61894e-35,0,2.29814e-23,3.88364e-28,7.58514e-26
